"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"14,57444";"14,54750";"9,43634";"3,62003";"0,93869";"0,55244";"0,01347";"0,01347";"-"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Fossa rudimentar ou buraco";"11,16102";"11,12958";"9,36447";"1,49562";"0,19762";"0,07186";"0,02246";"0,00898";"-"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Vala";"3,13497";"3,12598";"2,57355";"0,48956";"0,04491";"0,01797";"0,00449";"0,00449";"-"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Rio, lago, córrego ou mar";"4,43297";"4,42848";"3,32809";"0,95217";"0,12127";"0,02695";"0,00449";"-";"-"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Outra forma";"0,29194";"0,27397";"0,22906";"0,02246";"0,02246";"-";"0,00898";"0,00898";"-"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Não tinham banheiro nem sanitário";"0,00898";"-";"-";"-";"-";"-";"-";"-";"0,00898"
"MU";"3300902";"Cambuci (RJ)";"Total";"100,00000";"99,81031";"70,47767";"23,43508";"4,44904";"1,44853";"0,05173";"0,06898";"0,06898"
"MU";"3300902";"Cambuci (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"55,19917";"55,18193";"36,54078";"14,46801";"3,13847";"1,03466";"0,01724";"-";"-"
"MU";"3300902";"Cambuci (RJ)";"Rede geral ou pluvial";"51,78479";"51,76755";"33,88515";"13,82997";"3,03501";"1,01742";"0,01724";"-";"-"
"MU";"3300902";"Cambuci (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"3,41438";"3,41438";"2,65563";"0,63804";"0,10347";"0,01724";"-";"-";"-"
"MU";"3300902";"Cambuci (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"5,67339";"5,67339";"4,48353";"1,01742";"0,10347";"0,06898";"-";"-";"-"
"MU";"3300902";"Cambuci (RJ)";"Fossa rudimentar ou buraco";"4,74220";"4,74220";"3,96620";"0,70702";"0,06898";"-";"-";"-";"-"
"MU";"3300902";"Cambuci (RJ)";"Vala";"5,93206";"5,91481";"4,48353";"1,22435";"0,15520";"0,05173";"-";"0,01724";"-"
"MU";"3300902";"Cambuci (RJ)";"Rio, lago, córrego ou mar";"24,93533";"24,90084";"18,14106";"5,50095";"0,96568";"0,29315";"0,01724";"0,01724";"-"
"MU";"3300902";"Cambuci (RJ)";"Outra forma";"3,44887";"3,39714";"2,86256";"0,51733";"0,01724";"-";"0,01724";"0,03449";"-"
"MU";"3300902";"Cambuci (RJ)";"Não tinham banheiro nem sanitário";"0,06898";"-";"-";"-";"-";"-";"-";"-";"0,06898"
"MU";"3300936";"Carapebus (RJ)";"Total";"100,00000";"99,58284";"71,01708";"23,22209";"4,17163";"1,17203";"0,21851";"0,17878";"0,01986"
"MU";"3300936";"Carapebus (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"59,35638";"59,31665";"41,55741";"14,40207";"2,70163";"0,65554";"0,01986";"0,01986";"-"
"MU";"3300936";"Carapebus (RJ)";"Rede geral ou pluvial";"51,88717";"51,84744";"36,29321";"12,57449";"2,40366";"0,57608";"0,01986";"0,01986";"-"
"MU";"3300936";"Carapebus (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"7,46921";"7,46921";"5,26420";"1,82757";"0,29797";"0,07946";"-";"-";"-"
"MU";"3300936";"Carapebus (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"17,04410";"17,00437";"11,64084";"4,35042";"0,71514";"0,29797";"0,03973";"-";"-"
"MU";"3300936";"Carapebus (RJ)";"Fossa rudimentar ou buraco";"17,08383";"16,98451";"12,71355";"3,43663";"0,63568";"0,19865";"0,09932";"-";"-"
"MU";"3300936";"Carapebus (RJ)";"Vala";"4,50934";"4,39015";"3,61542";"0,69527";"0,07946";"-";"0,03973";"0,07946";"-"
"MU";"3300936";"Carapebus (RJ)";"Rio, lago, córrego ou mar";"1,54946";"1,54946";"1,25149";"0,23838";"0,03973";"0,01986";"-";"-";"-"
"MU";"3300936";"Carapebus (RJ)";"Outra forma";"0,43703";"0,33770";"0,23838";"0,09932";"-";"-";"0,01986";"0,07946";"-"
"MU";"3300936";"Carapebus (RJ)";"Não tinham banheiro nem sanitário";"0,01986";"-";"-";"-";"-";"-";"-";"-";"0,01986"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Total";"100,00000";"99,90050";"73,20066";"22,02322";"3,61526";"1,06136";"0,03317";"0,06633";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"74,99171";"74,92537";"54,42786";"16,81592";"2,85240";"0,82919";"0,03317";"0,03317";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Rede geral ou pluvial";"67,52902";"67,49585";"49,18740";"15,19071";"2,42123";"0,69652";"0,03317";"-";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"7,46269";"7,42952";"5,24046";"1,62521";"0,43118";"0,13267";"-";"0,03317";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,58706";"2,58706";"1,89055";"0,46434";"0,13267";"0,09950";"-";"-";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Fossa rudimentar ou buraco";"0,33167";"0,33167";"0,26534";"0,06633";"-";"-";"-";"-";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Vala";"1,72471";"1,72471";"1,52570";"0,19900";"-";"-";"-";"-";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Rio, lago, córrego ou mar";"20,33167";"20,33167";"15,09121";"4,47761";"0,63018";"0,13267";"-";"-";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Outra forma";"0,03317";"-";"-";"-";"-";"-";"-";"0,03317";"-"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Total";"100,00000";"99,68704";"69,78958";"22,09919";"5,65880";"2,13948";"0,15249";"0,12461";"0,03585"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"64,81189";"64,75214";"41,79545";"16,12800";"4,87641";"1,95227";"0,04893";"0,01081";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Rede geral ou pluvial";"62,39246";"62,33783";"40,00137";"15,63183";"4,77342";"1,93122";"0,04495";"0,00967";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,41943";"2,41431";"1,79409";"0,49618";"0,10299";"0,02105";"0,00398";"0,00114";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"13,04853";"13,01040";"10,06976";"2,45414";"0,37782";"0,10868";"0,02504";"0,01309";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Fossa rudimentar ou buraco";"19,35827";"19,22171";"15,70295";"3,10395";"0,34766";"0,06714";"0,05918";"0,07739";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Vala";"1,52665";"1,51243";"1,24158";"0,23272";"0,03186";"0,00626";"0,00398";"0,01024";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Rio, lago, córrego ou mar";"0,91269";"0,90928";"0,73971";"0,14965";"0,01764";"0,00228";"0,00285";"0,00057";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Outra forma";"0,30613";"0,28109";"0,24012";"0,03073";"0,00740";"0,00285";"0,01252";"0,01252";"-"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Não tinham banheiro nem sanitário";"0,03585";"-";"-";"-";"-";"-";"-";"-";"0,03585"
"MU";"3301108";"Cantagalo (RJ)";"Total";"100,00000";"99,98628";"69,14529";"23,67952";"5,29565";"1,86583";"-";"0,01372";"-"
"MU";"3301108";"Cantagalo (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"76,05982";"76,05982";"52,07847";"18,27411";"4,29414";"1,41309";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Rede geral ou pluvial";"71,21690";"71,21690";"49,43065";"16,73755";"3,71793";"1,33077";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4,84291";"4,84291";"2,64783";"1,53656";"0,57621";"0,08232";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"9,53492";"9,53492";"6,17369";"2,35972";"0,67225";"0,32926";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Fossa rudimentar ou buraco";"4,14323";"4,12951";"3,34751";"0,61737";"0,10975";"0,05488";"-";"0,01372";"-"
"MU";"3301108";"Cantagalo (RJ)";"Vala";"3,55330";"3,55330";"2,79874";"0,68597";"0,05488";"0,01372";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Rio, lago, córrego ou mar";"6,58527";"6,58527";"4,65084";"1,71491";"0,16463";"0,05488";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Outra forma";"0,12347";"0,12347";"0,09604";"0,02744";"-";"-";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Total";"100,00000";"99,81946";"72,35707";"22,94885";"3,59077";"0,92277";"0,12036";"0,06018";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"50,15045";"50,11033";"35,42628";"12,03611";"2,10632";"0,54162";"0,04012";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Rede geral ou pluvial";"45,91775";"45,87763";"32,45737";"10,95286";"1,94584";"0,52156";"0,04012";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4,23270";"4,23270";"2,96891";"1,08325";"0,16048";"0,02006";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"11,63490";"11,63490";"8,64594";"2,54764";"0,38114";"0,06018";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Fossa rudimentar ou buraco";"14,60381";"14,56369";"11,45436";"2,74824";"0,22066";"0,14042";"0,04012";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Vala";"14,30291";"14,30291";"10,25075";"3,49047";"0,52156";"0,04012";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Rio, lago, córrego ou mar";"8,38516";"8,34504";"6,03811";"1,88566";"0,32096";"0,10030";"0,04012";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Outra forma";"0,92277";"0,86259";"0,54162";"0,24072";"0,04012";"0,04012";"-";"0,06018";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Total";"100,00000";"99,88029";"66,60183";"26,26066";"5,17732";"1,84049";"0,05985";"0,04489";"0,01496"
"MU";"3301207";"Carmo (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"85,81475";"85,75490";"57,47419";"22,35523";"4,44411";"1,48137";"0,04489";"0,01496";"-"
"MU";"3301207";"Carmo (RJ)";"Rede geral ou pluvial";"74,89152";"74,83166";"49,90274";"19,76657";"3,80069";"1,36166";"0,04489";"0,01496";"-"
"MU";"3301207";"Carmo (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"10,92324";"10,92324";"7,57145";"2,58866";"0,64342";"0,11971";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,90289";"2,90289";"1,36166";"1,16714";"0,20949";"0,16460";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Fossa rudimentar ou buraco";"2,97770";"2,96274";"1,90034";"0,79306";"0,19452";"0,07482";"-";"0,01496";"-"
"MU";"3301207";"Carmo (RJ)";"Vala";"1,73575";"1,73575";"1,48137";"0,22445";"-";"0,02993";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Rio, lago, córrego ou mar";"6,38935";"6,37438";"4,32441";"1,64597";"0,31423";"0,08978";"0,01496";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Outra forma";"0,16460";"0,14963";"0,05985";"0,07482";"0,01496";"-";"-";"0,01496";"-"
"MU";"3301207";"Carmo (RJ)";"Não tinham banheiro nem sanitário";"0,01496";"-";"-";"-";"-";"-";"-";"-";"0,01496"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Total";"100,00000";"99,86988";"62,08671";"28,02981";"7,32241";"2,43095";"0,08281";"0,03549";"0,01183"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"66,78299";"66,76525";"40,55125";"19,20506";"5,27001";"1,73892";"0,01183";"0,00591";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Rede geral ou pluvial";"40,34424";"40,32649";"25,76448";"10,98362";"2,73260";"0,84580";"0,01183";"0,00591";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"26,43875";"26,43875";"14,78677";"8,22145";"2,53741";"0,89312";"-";"-";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"27,81097";"27,75182";"17,70864";"7,60040";"1,81582";"0,62696";"0,05323";"0,00591";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Fossa rudimentar ou buraco";"3,04608";"3,03425";"1,99326";"0,83397";"0,15970";"0,04732";"0,00591";"0,00591";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Vala";"0,95227";"0,94635";"0,78666";"0,13604";"0,01774";"0,00591";"0,00591";"-";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Rio, lago, córrego ou mar";"1,21843";"1,21843";"0,90495";"0,24250";"0,05915";"0,01183";"-";"-";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Outra forma";"0,17744";"0,15378";"0,14195";"0,01183";"-";"-";"0,00591";"0,01774";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Não tinham banheiro nem sanitário";"0,01183";"-";"-";"-";"-";"-";"-";"-";"0,01183"
"MU";"3301405";"Conceição de Macabu (RJ)";"Total";"100,00000";"99,75952";"69,90254";"23,61726";"4,73358";"1,50614";"0,12657";"0,10125";"0,01266"
"MU";"3301405";"Conceição de Macabu (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"61,81496";"61,76433";"42,41235";"15,09935";"3,20213";"1,05050";"0,02531";"0,02531";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Rede geral ou pluvial";"59,87850";"59,82787";"41,18466";"14,56778";"3,10087";"0,97456";"0,02531";"0,02531";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,93646";"1,93646";"1,22769";"0,53158";"0,10125";"0,07594";"-";"-";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,75889";"4,74623";"3,36666";"1,11378";"0,22782";"0,03797";"0,01266";"-";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Fossa rudimentar ou buraco";"4,03746";"3,98684";"3,06290";"0,70877";"0,13922";"0,07594";"0,01266";"0,03797";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Vala";"27,13581";"27,05987";"19,51652";"6,22706";"1,03784";"0,27845";"0,06328";"0,01266";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Rio, lago, córrego ou mar";"2,03772";"2,01240";"1,37957";"0,45564";"0,11391";"0,06328";"-";"0,02531";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Outra forma";"0,20251";"0,18985";"0,16454";"0,01266";"0,01266";"-";"0,01266";"-";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Não tinham banheiro nem sanitário";"0,01266";"-";"-";"-";"-";"-";"-";"-";"0,01266"
"MU";"3301504";"Cordeiro (RJ)";"Total";"100,00000";"99,93718";"66,77975";"25,90778";"5,35243";"1,89722";"0,03769";"0,01256";"0,01256"
"MU";"3301504";"Cordeiro (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"86,07865";"86,04096";"56,50207";"23,15618";"4,76190";"1,62081";"0,02513";"0,01256";"-"
"MU";"3301504";"Cordeiro (RJ)";"Rede geral ou pluvial";"80,56288";"80,52519";"53,70021";"21,23382";"4,25933";"1,33183";"0,02513";"0,01256";"-"
"MU";"3301504";"Cordeiro (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"5,51577";"5,51577";"2,80186";"1,92235";"0,50258";"0,28898";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,77447";"4,77447";"3,30444";"1,04284";"0,30155";"0,12564";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Fossa rudimentar ou buraco";"1,03028";"1,03028";"0,72873";"0,22616";"0,03769";"0,03769";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Vala";"2,76417";"2,76417";"2,38723";"0,36437";"0,01256";"-";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Rio, lago, córrego ou mar";"5,23935";"5,23935";"3,79445";"1,10567";"0,23872";"0,10052";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Outra forma";"0,10052";"0,08795";"0,06282";"0,01256";"-";"0,01256";"0,01256";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Não tinham banheiro nem sanitário";"0,01256";"-";"-";"-";"-";"-";"-";"-";"0,01256"
"MU";"3301603";"Duas Barras (RJ)";"Total";"100,00000";"99,87955";"75,90942";"18,86292";"3,66177";"1,44543";"0,12045";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"34,44953";"34,44953";"25,53602";"6,74536";"1,42134";"0,74681";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Rede geral ou pluvial";"25,41556";"25,41556";"19,39292";"4,81812";"0,79499";"0,40954";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"9,03397";"9,03397";"6,14310";"1,92725";"0,62636";"0,33727";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"7,54035";"7,54035";"5,27584";"1,78270";"0,36136";"0,12045";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Fossa rudimentar ou buraco";"10,55167";"10,55167";"8,33534";"1,75861";"0,40954";"0,04818";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Vala";"1,37316";"1,37316";"1,08408";"0,28909";"-";"-";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Rio, lago, córrego ou mar";"45,94074";"45,82028";"35,55770";"8,26307";"1,46953";"0,52999";"0,12045";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Outra forma";"0,14454";"0,14454";"0,12045";"0,02409";"-";"-";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Total";"100,00000";"99,60646";"77,35453";"18,68089";"2,81819";"0,75286";"0,15064";"0,19895";"0,04395"
"MU";"3301702";"Duque de Caxias (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"89,26204";"89,11308";"68,74027";"17,06412";"2,61823";"0,69046";"0,10535";"0,04361";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Rede geral ou pluvial";"74,26090";"74,13576";"57,33064";"14,06175";"2,16564";"0,57773";"0,08723";"0,03791";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"15,00114";"14,97732";"11,40963";"3,00238";"0,45259";"0,11273";"0,01812";"0,00570";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,42934";"2,40418";"1,86235";"0,45225";"0,06576";"0,02382";"0,00906";"0,01610";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Fossa rudimentar ou buraco";"2,13209";"2,07942";"1,73352";"0,29792";"0,03456";"0,01342";"0,00839";"0,04429";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Vala";"3,21810";"3,19864";"2,68868";"0,44688";"0,04932";"0,01376";"0,01174";"0,00772";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Rio, lago, córrego ou mar";"2,65916";"2,57092";"2,11934";"0,39488";"0,04596";"0,01074";"0,01006";"0,07817";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Outra forma";"0,25531";"0,24022";"0,21036";"0,02483";"0,00436";"0,00067";"0,00604";"0,00906";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Não tinham banheiro nem sanitário";"0,04395";"-";"-";"-";"-";"-";"-";"-";"0,04395"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"100,00000";"99,74953";"74,11814";"20,18368";"3,75704";"1,69067";"0,16698";"0,04174";"0,04174"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"45,25151";"45,16802";"33,79253";"9,20476";"1,52369";"0,64705";"0,06262";"0,02087";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Rede geral ou pluvial";"30,89125";"30,84951";"23,35629";"6,19912";"0,91839";"0,37570";"0,02087";"0,02087";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"14,36026";"14,31851";"10,43623";"3,00564";"0,60530";"0,27134";"0,04174";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"7,20100";"7,11751";"4,82154";"1,50282";"0,48007";"0,31309";"0,08349";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Fossa rudimentar ou buraco";"7,32624";"7,32624";"5,13463";"1,56544";"0,39658";"0,22960";"-";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Vala";"19,22354";"19,18180";"15,32039";"3,25611";"0,43832";"0,16698";"0,02087";"0,02087";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Rio, lago, córrego ou mar";"20,51764";"20,51764";"14,75684";"4,52933";"0,91839";"0,31309";"-";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Outra forma";"0,43832";"0,43832";"0,29221";"0,12523";"-";"0,02087";"-";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Não tinham banheiro nem sanitário";"0,04174";"-";"-";"-";"-";"-";"-";"-";"0,04174"
"MU";"3301850";"Guapimirim (RJ)";"Total";"100,00000";"99,78917";"69,58050";"22,50514";"5,35734";"2,34620";"0,15137";"0,04865";"0,01081"
"MU";"3301850";"Guapimirim (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"56,64937";"56,58450";"41,16661";"12,21754";"2,44351";"0,75684";"0,05947";"0,00541";"-"
"MU";"3301850";"Guapimirim (RJ)";"Rede geral ou pluvial";"37,84733";"37,80409";"28,35442";"7,57379";"1,50827";"0,36761";"0,03784";"0,00541";"-"
"MU";"3301850";"Guapimirim (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"18,80203";"18,78041";"12,81220";"4,64375";"0,93524";"0,38923";"0,02162";"-";"-"
"MU";"3301850";"Guapimirim (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"26,94345";"26,91642";"15,96929";"7,13591";"2,47054";"1,34069";"0,02703";"-";"-"
"MU";"3301850";"Guapimirim (RJ)";"Fossa rudimentar ou buraco";"6,44394";"6,41691";"4,51400";"1,43799";"0,29192";"0,17299";"0,02162";"0,00541";"-"
"MU";"3301850";"Guapimirim (RJ)";"Vala";"6,94670";"6,90345";"5,60061";"1,16769";"0,07028";"0,06487";"0,02162";"0,02162";"-"
"MU";"3301850";"Guapimirim (RJ)";"Rio, lago, córrego ou mar";"2,35701";"2,35161";"1,87588";"0,41626";"0,05406";"0,00541";"0,00541";"-";"-"
"MU";"3301850";"Guapimirim (RJ)";"Outra forma";"0,64872";"0,61628";"0,45410";"0,12974";"0,02703";"0,00541";"0,01622";"0,01622";"-"
"MU";"3301850";"Guapimirim (RJ)";"Não tinham banheiro nem sanitário";"0,01081";"-";"-";"-";"-";"-";"-";"-";"0,01081"
"MU";"3301876";"Iguaba Grande (RJ)";"Total";"100,00000";"99,90303";"54,75175";"33,19434";"8,62102";"3,33592";"0,04849";"0,03879";"0,00970"
"MU";"3301876";"Iguaba Grande (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"52,44375";"52,41466";"27,68619";"17,69783";"5,01358";"2,01707";"0,02909";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Rede geral ou pluvial";"18,15361";"18,14391";"10,08534";"5,90574";"1,65826";"0,49457";"0,00970";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"34,29015";"34,27075";"17,60085";"11,79209";"3,35531";"1,52250";"0,01939";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"40,80683";"40,79713";"23,00233";"13,62490";"2,95772";"1,21218";"-";"0,00970";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Fossa rudimentar ou buraco";"1,13460";"1,13460";"0,89216";"0,19395";"0,03879";"0,00970";"-";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Vala";"0,77580";"0,77580";"0,65943";"0,10667";"0,00970";"-";"-";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Rio, lago, córrego ou mar";"3,25834";"3,24864";"1,69705";"1,05702";"0,41699";"0,07758";"0,00970";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Outra forma";"1,57099";"1,53220";"0,81458";"0,51396";"0,18425";"0,01939";"0,00970";"0,02909";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Não tinham banheiro nem sanitário";"0,00970";"-";"-";"-";"-";"-";"-";"-";"0,00970"
