"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3305109";"São João de Meriti (RJ)";"Rede geral ou pluvial";"160583";"160460";"133223";"23235";"3162";"840";"105";"18";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4142";"4127";"3282";"725";"99";"21";"11";"4";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"412";"411";"369";"33";"6";"3";"1";"-";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Fossa rudimentar ou buraco";"390";"388";"341";"41";"5";"1";"-";"2";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Vala";"1352";"1344";"1116";"199";"25";"4";"8";"-";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Rio, lago, córrego ou mar";"1627";"1624";"1435";"162";"25";"2";"3";"-";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Outra forma";"236";"228";"210";"16";"2";"-";"6";"2";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Não tinham banheiro nem sanitário";"29";"-";"-";"-";"-";"-";"-";"-";"29"
"MU";"3305133";"São José de Ubá (RJ)";"Total";"2682";"2670";"2035";"530";"89";"16";"2";"4";"6"
"MU";"3305133";"São José de Ubá (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1601";"1599";"1147";"373";"67";"12";"1";"1";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Rede geral ou pluvial";"1537";"1535";"1093";"367";"63";"12";"1";"1";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"64";"64";"54";"6";"4";"-";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"398";"398";"313";"72";"10";"3";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Fossa rudimentar ou buraco";"211";"210";"181";"25";"4";"-";"-";"1";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Vala";"361";"358";"301";"49";"7";"1";"1";"2";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Rio, lago, córrego ou mar";"96";"96";"85";"10";"1";"-";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Outra forma";"9";"9";"8";"1";"-";"-";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Não tinham banheiro nem sanitário";"6";"-";"-";"-";"-";"-";"-";"-";"6"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"8263";"8262";"6432";"1503";"250";"77";"1";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"4491";"4491";"3383";"908";"148";"52";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Rede geral ou pluvial";"2340";"2340";"1843";"419";"58";"20";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2151";"2151";"1540";"489";"90";"32";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1757";"1757";"1361";"315";"66";"15";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Fossa rudimentar ou buraco";"418";"418";"331";"75";"7";"5";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Vala";"33";"33";"28";"4";"1";"-";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Rio, lago, córrego ou mar";"1545";"1544";"1311";"200";"28";"5";"1";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Outra forma";"19";"19";"18";"1";"-";"-";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Total";"38338";"38280";"24724";"10462";"2301";"793";"35";"16";"7"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"26017";"26002";"16186";"7595";"1677";"544";"14";"1";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Rede geral ou pluvial";"16690";"16678";"10953";"4445";"938";"342";"11";"1";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"9327";"9324";"5233";"3150";"739";"202";"3";"-";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"10160";"10152";"6897";"2487";"557";"211";"5";"3";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Fossa rudimentar ou buraco";"1534";"1526";"1135";"306";"54";"31";"6";"2";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Vala";"413";"408";"360";"41";"4";"3";"4";"1";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Rio, lago, córrego ou mar";"64";"62";"51";"7";"3";"1";"1";"1";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Outra forma";"143";"130";"95";"26";"6";"3";"5";"8";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Não tinham banheiro nem sanitário";"7";"-";"-";"-";"-";"-";"-";"-";"7"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Total";"2926";"2913";"2217";"562";"99";"35";"9";"3";"1"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1371";"1370";"975";"321";"52";"22";"1";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Rede geral ou pluvial";"1325";"1324";"937";"314";"51";"22";"1";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"46";"46";"38";"7";"1";"-";"-";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"573";"572";"442";"98";"24";"8";"1";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Fossa rudimentar ou buraco";"237";"235";"197";"28";"8";"2";"2";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Vala";"309";"306";"259";"43";"4";"-";"3";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Rio, lago, córrego ou mar";"416";"414";"333";"67";"11";"3";"2";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Outra forma";"19";"16";"11";"5";"-";"-";"-";"3";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3305406";"Sapucaia (RJ)";"Total";"6693";"6686";"4741";"1544";"293";"108";"3";"2";"2"
"MU";"3305406";"Sapucaia (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"4697";"4696";"3249";"1151";"223";"73";"1";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Rede geral ou pluvial";"4504";"4503";"3102";"1119";"215";"67";"1";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"193";"193";"147";"32";"8";"6";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"605";"605";"450";"108";"27";"20";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Fossa rudimentar ou buraco";"407";"406";"313";"78";"12";"3";"1";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Vala";"218";"216";"162";"51";"3";"-";"-";"2";"-"
"MU";"3305406";"Sapucaia (RJ)";"Rio, lago, córrego ou mar";"752";"752";"560";"152";"28";"12";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Outra forma";"12";"11";"7";"4";"-";"-";"1";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Não tinham banheiro nem sanitário";"2";"-";"-";"-";"-";"-";"-";"-";"2"
"MU";"3305505";"Saquarema (RJ)";"Total";"34117";"34062";"20946";"9465";"2564";"1087";"32";"12";"11"
"MU";"3305505";"Saquarema (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"9334";"9328";"6154";"2449";"527";"198";"6";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Rede geral ou pluvial";"4582";"4577";"3350";"985";"178";"64";"5";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4752";"4751";"2804";"1464";"349";"134";"1";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"20737";"20723";"12052";"6103";"1788";"780";"14";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Fossa rudimentar ou buraco";"2699";"2692";"1672";"701";"221";"98";"5";"2";"-"
"MU";"3305505";"Saquarema (RJ)";"Vala";"840";"834";"677";"131";"21";"5";"4";"2";"-"
"MU";"3305505";"Saquarema (RJ)";"Rio, lago, córrego ou mar";"349";"348";"305";"38";"2";"3";"-";"1";"-"
"MU";"3305505";"Saquarema (RJ)";"Outra forma";"147";"137";"86";"43";"5";"3";"3";"7";"-"
"MU";"3305505";"Saquarema (RJ)";"Não tinham banheiro nem sanitário";"11";"-";"-";"-";"-";"-";"-";"-";"11"
"MU";"3305554";"Seropédica (RJ)";"Total";"29321";"29268";"21705";"6199";"1056";"308";"32";"12";"9"
"MU";"3305554";"Seropédica (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"21636";"21611";"15899";"4695";"798";"219";"20";"5";"-"
"MU";"3305554";"Seropédica (RJ)";"Rede geral ou pluvial";"17500";"17478";"13026";"3627";"653";"172";"19";"3";"-"
"MU";"3305554";"Seropédica (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4136";"4133";"2873";"1068";"145";"47";"1";"2";"-"
"MU";"3305554";"Seropédica (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1987";"1984";"1379";"461";"108";"36";"2";"1";"-"
"MU";"3305554";"Seropédica (RJ)";"Fossa rudimentar ou buraco";"1688";"1685";"1309";"298";"56";"22";"1";"2";"-"
"MU";"3305554";"Seropédica (RJ)";"Vala";"3121";"3111";"2452";"566";"70";"23";"7";"3";"-"
"MU";"3305554";"Seropédica (RJ)";"Rio, lago, córrego ou mar";"539";"539";"407";"108";"17";"7";"-";"-";"-"
"MU";"3305554";"Seropédica (RJ)";"Outra forma";"341";"338";"259";"71";"7";"1";"2";"1";"-"
"MU";"3305554";"Seropédica (RJ)";"Não tinham banheiro nem sanitário";"9";"-";"-";"-";"-";"-";"-";"-";"9"
"MU";"3305604";"Silva Jardim (RJ)";"Total";"7887";"7876";"5767";"1705";"296";"108";"6";"4";"1"
"MU";"3305604";"Silva Jardim (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"4511";"4510";"3163";"1083";"196";"68";"1";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Rede geral ou pluvial";"3701";"3700";"2592";"890";"163";"55";"1";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"810";"810";"571";"193";"33";"13";"-";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1665";"1662";"1240";"332";"60";"30";"2";"1";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Fossa rudimentar ou buraco";"786";"785";"610";"143";"24";"8";"1";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Vala";"713";"711";"593";"106";"11";"1";"2";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Rio, lago, córrego ou mar";"159";"159";"126";"29";"4";"-";"-";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Outra forma";"52";"49";"35";"12";"1";"1";"-";"3";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3305703";"Sumidouro (RJ)";"Total";"5889";"5886";"4620";"1070";"151";"45";"3";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1504";"1504";"1080";"326";"70";"28";"-";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Rede geral ou pluvial";"1312";"1312";"926";"303";"60";"23";"-";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"192";"192";"154";"23";"10";"5";"-";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1540";"1538";"1248";"258";"24";"8";"2";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Fossa rudimentar ou buraco";"836";"836";"699";"121";"13";"3";"-";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Vala";"398";"397";"348";"46";"3";"-";"1";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Rio, lago, córrego ou mar";"1598";"1598";"1237";"315";"40";"6";"-";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Outra forma";"13";"13";"8";"4";"1";"-";"-";"-";"-"
"MU";"3305703";"Sumidouro (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3305752";"Tanguá (RJ)";"Total";"11548";"11511";"9175";"1999";"274";"63";"22";"12";"3"
"MU";"3305752";"Tanguá (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"8171";"8158";"6396";"1506";"208";"48";"10";"3";"-"
"MU";"3305752";"Tanguá (RJ)";"Rede geral ou pluvial";"4941";"4932";"4028";"785";"96";"23";"7";"2";"-"
"MU";"3305752";"Tanguá (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"3230";"3226";"2368";"721";"112";"25";"3";"1";"-"
"MU";"3305752";"Tanguá (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1033";"1029";"790";"196";"35";"8";"3";"1";"-"
"MU";"3305752";"Tanguá (RJ)";"Fossa rudimentar ou buraco";"763";"760";"622";"122";"12";"4";"1";"2";"-"
"MU";"3305752";"Tanguá (RJ)";"Vala";"930";"920";"787";"116";"15";"2";"6";"4";"-"
"MU";"3305752";"Tanguá (RJ)";"Rio, lago, córrego ou mar";"583";"581";"524";"52";"4";"1";"1";"1";"-"
"MU";"3305752";"Tanguá (RJ)";"Outra forma";"65";"63";"56";"7";"-";"-";"1";"1";"-"
"MU";"3305752";"Tanguá (RJ)";"Não tinham banheiro nem sanitário";"3";"-";"-";"-";"-";"-";"-";"-";"3"
"MU";"3305802";"Teresópolis (RJ)";"Total";"64415";"64366";"44241";"13895";"4266";"1964";"39";"7";"3"
"MU";"3305802";"Teresópolis (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"35369";"35354";"23892";"7822";"2499";"1141";"14";"1";"-"
"MU";"3305802";"Teresópolis (RJ)";"Rede geral ou pluvial";"20042";"20031";"14616";"4015";"1029";"371";"10";"1";"-"
"MU";"3305802";"Teresópolis (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"15327";"15323";"9276";"3807";"1470";"770";"4";"-";"-"
"MU";"3305802";"Teresópolis (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"15798";"15785";"9663";"3960";"1440";"722";"13";"-";"-"
"MU";"3305802";"Teresópolis (RJ)";"Fossa rudimentar ou buraco";"5178";"5174";"3960";"974";"179";"61";"4";"-";"-"
"MU";"3305802";"Teresópolis (RJ)";"Vala";"2481";"2479";"2113";"319";"38";"9";"1";"1";"-"
"MU";"3305802";"Teresópolis (RJ)";"Rio, lago, córrego ou mar";"5225";"5221";"4350";"754";"97";"20";"3";"1";"-"
"MU";"3305802";"Teresópolis (RJ)";"Outra forma";"361";"353";"263";"66";"13";"11";"4";"4";"-"
"MU";"3305802";"Teresópolis (RJ)";"Não tinham banheiro nem sanitário";"3";"-";"-";"-";"-";"-";"-";"-";"3"
"MU";"3305901";"Trajano de Moraes (RJ)";"Total";"3895";"3890";"2790";"896";"147";"57";"4";"-";"1"
"MU";"3305901";"Trajano de Moraes (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1318";"1318";"875";"338";"72";"33";"-";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Rede geral ou pluvial";"1256";"1256";"834";"327";"66";"29";"-";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"62";"62";"41";"11";"6";"4";"-";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"625";"622";"441";"143";"27";"11";"3";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Fossa rudimentar ou buraco";"693";"692";"541";"127";"19";"5";"1";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Vala";"428";"428";"334";"87";"6";"1";"-";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Rio, lago, córrego ou mar";"821";"821";"596";"197";"22";"6";"-";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Outra forma";"9";"9";"3";"4";"1";"1";"-";"-";"-"
"MU";"3305901";"Trajano de Moraes (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3306008";"Três Rios (RJ)";"Total";"28427";"28403";"20226";"6421";"1301";"455";"13";"9";"2"
"MU";"3306008";"Três Rios (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"22185";"22174";"15419";"5313";"1069";"373";"9";"2";"-"
"MU";"3306008";"Três Rios (RJ)";"Rede geral ou pluvial";"21181";"21170";"14646";"5163";"1021";"340";"9";"2";"-"
"MU";"3306008";"Três Rios (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1004";"1004";"773";"150";"48";"33";"-";"-";"-"
"MU";"3306008";"Três Rios (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1489";"1489";"1049";"306";"91";"43";"-";"-";"-"
"MU";"3306008";"Três Rios (RJ)";"Fossa rudimentar ou buraco";"239";"236";"174";"33";"24";"5";"-";"3";"-"
"MU";"3306008";"Três Rios (RJ)";"Vala";"1804";"1802";"1429";"316";"44";"13";"2";"-";"-"
"MU";"3306008";"Três Rios (RJ)";"Rio, lago, córrego ou mar";"2637";"2634";"2105";"438";"70";"21";"2";"1";"-"
"MU";"3306008";"Três Rios (RJ)";"Outra forma";"71";"68";"50";"15";"3";"-";"-";"3";"-"
"MU";"3306008";"Três Rios (RJ)";"Não tinham banheiro nem sanitário";"2";"-";"-";"-";"-";"-";"-";"-";"2"
"MU";"3306107";"Valença (RJ)";"Total";"25919";"25892";"18081";"5840";"1336";"635";"16";"7";"4"
"MU";"3306107";"Valença (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"19755";"19748";"13521";"4627";"1096";"504";"6";"1";"-"
"MU";"3306107";"Valença (RJ)";"Rede geral ou pluvial";"19219";"19212";"13194";"4487";"1051";"480";"6";"1";"-"
"MU";"3306107";"Valença (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"536";"536";"327";"140";"45";"24";"-";"-";"-"
"MU";"3306107";"Valença (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"752";"752";"442";"201";"60";"49";"-";"-";"-"
"MU";"3306107";"Valença (RJ)";"Fossa rudimentar ou buraco";"640";"637";"509";"93";"17";"18";"1";"2";"-"
"MU";"3306107";"Valença (RJ)";"Vala";"1872";"1866";"1490";"315";"48";"13";"4";"2";"-"
"MU";"3306107";"Valença (RJ)";"Rio, lago, córrego ou mar";"2823";"2820";"2073";"589";"112";"46";"2";"1";"-"
"MU";"3306107";"Valença (RJ)";"Outra forma";"73";"69";"46";"15";"3";"5";"3";"1";"-"
"MU";"3306107";"Valença (RJ)";"Não tinham banheiro nem sanitário";"4";"-";"-";"-";"-";"-";"-";"-";"4"
"MU";"3306156";"Varre-Sai (RJ)";"Total";"3627";"3625";"2651";"743";"163";"68";"2";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"2113";"2112";"1535";"445";"95";"37";"1";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Rede geral ou pluvial";"2084";"2083";"1510";"442";"95";"36";"1";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"29";"29";"25";"3";"-";"1";"-";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"373";"372";"238";"96";"26";"12";"1";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Fossa rudimentar ou buraco";"205";"205";"147";"44";"12";"2";"-";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Vala";"199";"199";"173";"20";"3";"3";"-";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Rio, lago, córrego ou mar";"722";"722";"546";"135";"27";"14";"-";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Outra forma";"15";"15";"12";"3";"-";"-";"-";"-";"-"
"MU";"3306156";"Varre-Sai (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3306206";"Vassouras (RJ)";"Total";"12879";"12868";"9029";"2821";"683";"335";"6";"4";"1"
"MU";"3306206";"Vassouras (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"9029";"9022";"6041";"2147";"570";"264";"4";"3";"-"
"MU";"3306206";"Vassouras (RJ)";"Rede geral ou pluvial";"6072";"6068";"4127";"1404";"376";"161";"1";"3";"-"
"MU";"3306206";"Vassouras (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2957";"2954";"1914";"743";"194";"103";"3";"-";"-"
"MU";"3306206";"Vassouras (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"909";"908";"625";"188";"47";"48";"1";"-";"-"
"MU";"3306206";"Vassouras (RJ)";"Fossa rudimentar ou buraco";"1234";"1234";"972";"219";"29";"14";"-";"-";"-"
"MU";"3306206";"Vassouras (RJ)";"Vala";"535";"535";"432";"89";"11";"3";"-";"-";"-"
"MU";"3306206";"Vassouras (RJ)";"Rio, lago, córrego ou mar";"1152";"1151";"944";"176";"25";"6";"-";"1";"-"
"MU";"3306206";"Vassouras (RJ)";"Outra forma";"19";"18";"15";"2";"1";"-";"1";"-";"-"
"MU";"3306206";"Vassouras (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3306305";"Volta Redonda (RJ)";"Total";"97991";"97932";"58400";"29363";"7710";"2459";"43";"5";"11"
"MU";"3306305";"Volta Redonda (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"94063";"94020";"55612";"28447";"7563";"2398";"39";"4";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Rede geral ou pluvial";"92982";"92939";"54919";"28178";"7475";"2367";"39";"4";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1081";"1081";"693";"269";"88";"31";"-";"-";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"688";"688";"521";"98";"38";"31";"-";"-";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Fossa rudimentar ou buraco";"210";"209";"163";"38";"5";"3";"-";"1";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Vala";"508";"507";"372";"115";"17";"3";"1";"-";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Rio, lago, córrego ou mar";"2459";"2457";"1689";"660";"85";"23";"2";"-";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Outra forma";"52";"51";"43";"5";"2";"1";"1";"-";"-"
"MU";"3306305";"Volta Redonda (RJ)";"Não tinham banheiro nem sanitário";"11";"-";"-";"-";"-";"-";"-";"-";"11"
"Fonte: IBGE - Censo Demográfico"

"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados - percentual do total geral"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3300100";"Angra dos Reis (RJ)";"Total";"100,00000";"99,87767";"68,88581";"24,16541";"5,01722";"1,80923";"0,07565";"0,02253";"0,02414"
"MU";"3300100";"Angra dos Reis (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"70,48740";"70,45038";"48,66562";"17,06371";"3,56694";"1,15411";"0,03058";"0,00644";"-"
"MU";"3300100";"Angra dos Reis (RJ)";"Rede geral ou pluvial";"60,39983";"60,37086";"42,43473";"14,18408";"2,88124";"0,87081";"0,02253";"0,00644";"-"
"MU";"3300100";"Angra dos Reis (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"10,08756";"10,07952";"6,23089";"2,87963";"0,68570";"0,28330";"0,00805";"-";"-"
"MU";"3300100";"Angra dos Reis (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"14,70238";"14,67984";"9,37611";"3,86795";"0,96739";"0,46840";"0,02093";"0,00161";"-"
