"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Branca";"522146";"448330";"413092";"35238";"36292";"13054";"11173";"11778";"1490";"29";"521850";"448167";"412935";"35232";"36264";"13030";"11154";"11757";"1478";"-";"280753";"235640";"216193";"19447";"18342";"9092";"8497";"8284";"898";"-";"159583";"139216";"128542";"10674";"11823";"3110";"2249";"2784";"401";"-";"59118";"53509";"50055";"3454";"4054";"607";"320";"517";"111";"-";"22396";"19802";"18145";"1657";"2045";"221";"88";"172";"68";"-";"189";"139";"134";"5";"19";"12";"7";"8";"4";"-";"78";"24";"23";"1";"9";"12";"12";"13";"8";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"29"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Preta";"223927";"187627";"171007";"16620";"13502";"6749";"8683";"6352";"981";"33";"223530";"187441";"170834";"16607";"13474";"6697";"8656";"6313";"949";"-";"165457";"137925";"125978";"11947";"9286";"5331";"7143";"5011";"761";"-";"46801";"39843";"36111";"3732";"3219";"1143";"1343";"1104";"149";"-";"8807";"7583";"6849";"734";"723";"178";"137";"163";"23";"-";"2465";"2090";"1896";"194";"246";"45";"33";"35";"16";"-";"217";"133";"124";"9";"18";"16";"15";"14";"21";"-";"147";"53";"49";"4";"10";"36";"12";"25";"11";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"33"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Amarela";"2027";"1809";"1697";"112";"133";"32";"25";"24";"4";"-";"2026";"1809";"1697";"112";"133";"31";"25";"24";"4";"-";"847";"744";"690";"54";"51";"18";"20";"11";"3";"-";"711";"642";"605";"37";"44";"10";"4";"10";"1";"-";"350";"329";"315";"14";"16";"2";"1";"2";"-";"-";"118";"94";"87";"7";"22";"1";"-";"1";"-";"-";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Parda";"538929";"447710";"405660";"42050";"38787";"17040";"19159";"14004";"2145";"84";"538309";"447414";"405403";"42011";"38738";"16979";"19103";"13959";"2116";"-";"381453";"315707";"287109";"28598";"24847";"13088";"15397";"10826";"1588";"-";"122846";"102856";"92407";"10449";"10470";"3258";"3213";"2632";"417";"-";"26088";"22250";"20032";"2218";"2513";"477";"386";"378";"84";"-";"7922";"6601";"5855";"746";"908";"156";"107";"123";"27";"-";"379";"253";"227";"26";"33";"22";"36";"20";"15";"-";"157";"43";"30";"13";"16";"39";"20";"25";"14";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"84"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Indígena";"1413";"1130";"1020";"110";"150";"62";"36";"25";"7";"3";"1392";"1128";"1018";"110";"143";"56";"35";"24";"6";"-";"877";"699";"625";"74";"83";"47";"27";"18";"3";"-";"372";"302";"276";"26";"50";"7";"5";"5";"3";"-";"104";"94";"88";"6";"6";"2";"1";"1";"-";"-";"39";"33";"29";"4";"4";"-";"2";"-";"-";"-";"15";"2";"2";"-";"7";"4";"1";"-";"1";"-";"3";"-";"-";"-";"-";"2";"-";"1";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Total";"1105308";"927444";"844859";"82585";"77782";"32810";"34127";"29095";"3880";"170";"1104042";"926847";"844325";"82522";"77699";"32663";"34027";"29001";"3805";"-";"700975";"580652";"529050";"51602";"45210";"24117";"26708";"21587";"2701";"-";"287085";"244140";"221595";"22545";"22746";"6953";"6273";"6171";"802";"-";"84754";"74902";"69027";"5875";"6629";"1171";"846";"994";"212";"-";"31228";"27153";"24653";"2500";"3114";"422";"200";"249";"90";"-";"705";"471";"436";"35";"59";"67";"43";"32";"33";"-";"391";"126";"98";"28";"24";"80";"57";"62";"42";"-";"170";"-";"-";"-";"-";"-";"-";"-";"-";"170"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Branca";"451885";"385720";"354445";"31275";"32165";"11887";"9927";"10868";"1278";"40";"451634";"385585";"354323";"31262";"32151";"11864";"9916";"10852";"1266";"-";"239387";"199625";"182928";"16697";"16022";"8140";"7350";"7491";"759";"-";"137284";"118561";"108781";"9780";"10544";"2970";"2169";"2706";"334";"-";"53444";"48333";"45128";"3205";"3630";"527";"326";"506";"122";"-";"21519";"19066";"17486";"1580";"1955";"227";"71";"149";"51";"-";"155";"113";"105";"8";"13";"13";"5";"6";"5";"-";"56";"22";"17";"5";"1";"10";"6";"10";"7";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"40"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Preta";"188576";"157411";"143033";"14378";"11522";"5896";"7371";"5546";"784";"46";"188213";"157251";"142890";"14361";"11497";"5848";"7341";"5521";"755";"-";"136949";"113690";"103567";"10123";"7777";"4605";"5924";"4370";"583";"-";"41161";"34917";"31555";"3362";"2827";"1050";"1239";"993";"135";"-";"7837";"6740";"6075";"665";"643";"153";"140";"135";"26";"-";"2266";"1904";"1693";"211";"250";"40";"38";"23";"11";"-";"197";"123";"112";"11";"14";"21";"13";"11";"15";"-";"120";"37";"31";"6";"11";"27";"17";"14";"14";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"46"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Amarela";"1614";"1439";"1334";"105";"96";"34";"22";"19";"4";"-";"1613";"1439";"1334";"105";"95";"34";"22";"19";"4";"-";"608";"523";"468";"55";"33";"21";"15";"13";"3";"-";"602";"553";"518";"35";"29";"10";"5";"4";"1";"-";"270";"249";"241";"8";"17";"2";"1";"1";"-";"-";"133";"114";"107";"7";"16";"1";"1";"1";"-";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Parda";"462002";"381902";"345171";"36731";"33875";"14921";"16778";"12635";"1809";"82";"461366";"381606";"344907";"36699";"33834";"14848";"16719";"12582";"1777";"-";"323254";"266199";"241535";"24664";"21309";"11299";"13399";"9695";"1353";"-";"107734";"89871";"80524";"9347";"9308";"2909";"2852";"2462";"332";"-";"23111";"19502";"17511";"1991";"2328";"488";"379";"350";"64";"-";"7267";"6034";"5337";"697";"889";"152";"89";"75";"28";"-";"345";"232";"216";"16";"29";"32";"25";"15";"12";"-";"209";"64";"48";"16";"12";"41";"34";"38";"20";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"82"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Indígena";"1199";"942";"850";"92";"123";"72";"29";"27";"4";"2";"1184";"936";"845";"91";"121";"69";"29";"27";"2";"-";"757";"597";"535";"62";"68";"52";"20";"18";"2";"-";"296";"230";"210";"20";"38";"14";"8";"6";"-";"-";"89";"75";"70";"5";"11";"1";"-";"2";"-";"-";"42";"34";"30";"4";"4";"2";"1";"1";"-";"-";"7";"3";"3";"-";"2";"1";"-";"-";"1";"-";"6";"3";"2";"1";"-";"2";"-";"-";"1";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Total";"1060236";"887384";"807812";"79572";"75544";"31548";"33246";"28597";"3759";"158";"1058970";"886778";"807262";"79516";"75458";"31397";"33122";"28529";"3686";"-";"664196";"548510";"499781";"48729";"43245";"23189";"25719";"20895";"2638";"-";"280277";"237717";"215248";"22469";"22417";"6647";"6317";"6378";"801";"-";"83260";"73513";"67665";"5848";"6605";"1115";"880";"997";"150";"-";"31237";"27038";"24568";"2470";"3191";"446";"206";"259";"97";"-";"733";"505";"469";"36";"56";"60";"54";"26";"32";"-";"375";"101";"81";"20";"30";"91";"70";"42";"41";"-";"158";"-";"-";"-";"-";"-";"-";"-";"-";"158"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Branca";"444518";"377802";"347098";"30704";"32411";"11736";"9993";"11240";"1297";"39";"444239";"377664";"346970";"30694";"32390";"11704";"9968";"11229";"1284";"-";"234694";"194779";"178557";"16222";"16000";"8041";"7361";"7732";"781";"-";"135281";"116410";"106702";"9708";"10597";"2883";"2217";"2838";"336";"-";"52365";"47211";"44041";"3170";"3688";"538";"310";"525";"93";"-";"21899";"19264";"17670";"1594";"2105";"242";"80";"134";"74";"-";"168";"115";"109";"6";"12";"15";"14";"4";"8";"-";"72";"23";"19";"4";"9";"17";"11";"7";"5";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"39"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Preta";"176840";"147017";"133621";"13396";"11109";"5469";"7207";"5310";"695";"33";"176516";"146869";"133488";"13381";"11093";"5426";"7163";"5293";"672";"-";"126543";"104533";"95322";"9211";"7421";"4253";"5763";"4059";"514";"-";"39635";"33466";"30160";"3306";"2791";"965";"1219";"1057";"137";"-";"8046";"6941";"6275";"666";"662";"147";"143";"137";"16";"-";"2292";"1929";"1731";"198";"219";"61";"38";"40";"5";"-";"182";"124";"115";"9";"11";"13";"16";"7";"11";"-";"109";"24";"18";"6";"5";"30";"28";"10";"12";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"33"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Amarela";"1438";"1248";"1183";"65";"98";"35";"30";"24";"3";"-";"1436";"1246";"1181";"65";"98";"35";"30";"24";"3";"-";"580";"489";"462";"27";"33";"16";"23";"17";"2";"-";"506";"443";"425";"18";"36";"16";"4";"6";"1";"-";"256";"235";"219";"16";"15";"3";"2";"1";"-";"-";"94";"79";"75";"4";"14";"-";"1";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Parda";"436241";"360356";"325034";"35322";"31802";"14262";"15980";"11996";"1760";"85";"435594";"360043";"324752";"35291";"31757";"14189";"15926";"11956";"1723";"-";"301613";"248092";"224878";"23214";"19727";"10848";"12541";"9066";"1339";"-";"104549";"87144";"77730";"9414";"8962";"2772";"2874";"2472";"325";"-";"22506";"19064";"17073";"1991";"2218";"426";"424";"333";"41";"-";"6926";"5743";"5071";"672";"850";"143";"87";"85";"18";"-";"373";"261";"240";"21";"30";"30";"24";"15";"13";"-";"189";"52";"42";"10";"15";"43";"30";"25";"24";"-";"85";"-";"-";"-";"-";"-";"-";"-";"-";"85"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Indígena";"1165";"931";"847";"84";"121";"46";"36";"26";"4";"1";"1151";"926";"842";"84";"117";"43";"35";"26";"4";"-";"737";"592";"538";"54";"61";"31";"31";"20";"2";"-";"303";"251";"228";"23";"31";"11";"3";"5";"2";"-";"87";"62";"57";"5";"22";"1";"1";"1";"-";"-";"24";"21";"19";"2";"3";"-";"-";"-";"-";"-";"9";"4";"4";"-";"3";"2";"-";"-";"-";"-";"4";"1";"1";"-";"1";"1";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Total";"1008198";"846022";"771652";"74370";"71399";"29890";"29976";"27449";"3301";"161";"1006949";"845432";"771112";"74320";"71304";"29756";"29861";"27381";"3215";"-";"614088";"508406";"463721";"44685";"39558";"21480";"22751";"19614";"2279";"-";"275346";"233993";"212700";"21293";"21665";"6540";"6035";"6413";"700";"-";"85494";"75411";"69645";"5766";"6721";"1262";"859";"1079";"162";"-";"32021";"27622";"25046";"2576";"3360";"474";"216";"275";"74";"-";"681";"463";"430";"33";"61";"39";"56";"25";"37";"-";"407";"127";"110";"17";"34";"95";"59";"43";"49";"-";"161";"-";"-";"-";"-";"-";"-";"-";"-";"161"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Branca";"446486";"380415";"350185";"30230";"32422";"11840";"9426";"11197";"1135";"51";"446184";"380267";"350051";"30216";"32402";"11812";"9402";"11178";"1123";"-";"229664";"191278";"175647";"15631";"15458";"7979";"6826";"7428";"695";"-";"137937";"118883";"109240";"9643";"10678";"2935";"2158";"2986";"297";"-";"55779";"50173";"46918";"3255";"3967";"633";"330";"589";"87";"-";"22804";"19933";"18246";"1687";"2299";"265";"88";"175";"44";"-";"173";"125";"115";"10";"16";"10";"12";"6";"4";"-";"78";"23";"19";"4";"4";"18";"12";"13";"8";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"51"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Preta";"158778";"132506";"120660";"11846";"9816";"4846";"6190";"4736";"645";"39";"158444";"132346";"120510";"11836";"9798";"4808";"6150";"4724";"618";"-";"111270";"92296";"84222";"8074";"6385";"3697";"4820";"3593";"479";"-";"37375";"31666";"28664";"3002";"2585";"911";"1143";"960";"110";"-";"7564";"6508";"5940";"568";"594";"146";"159";"134";"23";"-";"2235";"1876";"1684";"192";"234";"54";"28";"37";"6";"-";"177";"119";"114";"5";"9";"11";"22";"5";"11";"-";"118";"41";"36";"5";"9";"27";"18";"7";"16";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"39"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Amarela";"1268";"1102";"1027";"75";"91";"28";"25";"20";"2";"-";"1268";"1102";"1027";"75";"91";"28";"25";"20";"2";"-";"453";"384";"354";"30";"32";"13";"10";"14";"-";"-";"459";"397";"370";"27";"33";"11";"13";"4";"1";"-";"224";"204";"195";"9";"13";"3";"2";"2";"-";"-";"132";"117";"108";"9";"13";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Parda";"400523";"331109";"298979";"32130";"28940";"13133";"14298";"11459";"1513";"71";"399920";"330833";"298728";"32105";"28885";"13066";"14248";"11422";"1466";"-";"272001";"223910";"203013";"20897";"17610";"9761";"11069";"8551";"1100";"-";"99253";"82793";"74200";"8593";"8330";"2673";"2712";"2454";"291";"-";"21849";"18460";"16530";"1930";"2136";"480";"367";"354";"52";"-";"6817";"5670";"4985";"685";"809";"152";"100";"63";"23";"-";"324";"214";"196";"18";"34";"18";"22";"14";"22";"-";"208";"62";"55";"7";"21";"49";"28";"23";"25";"-";"71";"-";"-";"-";"-";"-";"-";"-";"-";"71"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Indígena";"1108";"860";"773";"87";"128";"43";"36";"35";"6";"-";"1098";"854";"768";"86";"126";"42";"35";"35";"6";"-";"676";"516";"464";"52";"71";"30";"26";"28";"5";"-";"313";"248";"221";"27";"39";"10";"8";"7";"1";"-";"77";"65";"61";"4";"11";"-";"1";"-";"-";"-";"32";"25";"22";"3";"5";"2";"-";"-";"-";"-";"7";"5";"5";"-";"2";"-";"-";"-";"-";"-";"3";"1";"-";"1";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Total";"920523";"775756";"710673";"65083";"65389";"26118";"26014";"24161";"2939";"146";"919428";"775203";"710164";"65039";"65310";"26020";"25915";"24114";"2866";"-";"554334";"462042";"423221";"38821";"35011";"18432";"19528";"17327";"1994";"-";"254732";"216922";"197983";"18939";"20391";"5893";"5419";"5484";"623";"-";"79919";"70452";"65432";"5020";"6335";"1230";"765";"979";"158";"-";"30443";"25787";"23528";"2259";"3573";"465";"203";"324";"91";"-";"597";"424";"399";"25";"39";"39";"45";"18";"32";"-";"352";"129";"110";"19";"40";"59";"54";"29";"41";"-";"146";"-";"-";"-";"-";"-";"-";"-";"-";"146"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Branca";"419903";"358765";"330990";"27775";"30721";"10736";"8402";"10137";"1112";"30";"419649";"358618";"330851";"27767";"30706";"10719";"8382";"10129";"1095";"-";"213178";"178758";"164351";"14407";"14007";"6994";"5992";"6777";"650";"-";"131174";"113149";"104252";"8897";"10418";"2737";"1991";"2603";"276";"-";"53336";"47850";"44939";"2911";"3817";"691";"313";"561";"104";"-";"21961";"18861";"17309";"1552";"2464";"297";"86";"188";"65";"-";"161";"116";"110";"6";"12";"8";"8";"5";"12";"-";"63";"31";"29";"2";"3";"9";"12";"3";"5";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"30"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Preta";"141336";"118559";"108496";"10063";"8578";"4016";"5480";"4140";"529";"34";"141043";"118413";"108365";"10048";"8561";"3993";"5447";"4126";"503";"-";"98733";"82321";"75557";"6764";"5539";"3045";"4272";"3151";"405";"-";"33250";"28325";"25733";"2592";"2238";"794";"1005";"806";"82";"-";"6943";"6013";"5480";"533";"549";"113";"136";"121";"11";"-";"2117";"1754";"1595";"159";"235";"41";"34";"48";"5";"-";"158";"112";"104";"8";"10";"8";"13";"5";"10";"-";"101";"34";"27";"7";"7";"15";"20";"9";"16";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"34"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Amarela";"1086";"919";"841";"78";"97";"27";"17";"23";"2";"1";"1084";"919";"841";"78";"97";"26";"17";"23";"2";"-";"414";"344";"306";"38";"30";"13";"12";"13";"2";"-";"381";"329";"302";"27";"30";"12";"2";"8";"-";"-";"202";"174";"161";"13";"25";"1";"1";"1";"-";"-";"87";"72";"72";"-";"12";"-";"2";"1";"-";"-";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Parda";"357107";"296631";"269545";"27086";"25881";"11294";"12090";"9837";"1293";"81";"356566";"296371";"269306";"27065";"25836";"11238";"12044";"9813";"1264";"-";"241373";"200100";"182533";"17567";"15390";"8345";"9235";"7368";"935";"-";"89611";"74853";"67454";"7399";"7670";"2344";"2416";"2063";"265";"-";"19341";"16344";"14791";"1553";"1922";"422";"314";"296";"43";"-";"6241";"5074";"4528";"546";"854";"127";"79";"86";"21";"-";"275";"196";"185";"11";"16";"21";"24";"8";"10";"-";"185";"64";"54";"10";"29";"35";"22";"16";"19";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"81"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Indígena";"1062";"857";"779";"78";"111";"45";"25";"22";"2";"-";"1057";"857";"779";"78";"109";"44";"25";"21";"1";"-";"617";"503";"458";"45";"45";"35";"17";"16";"1";"-";"311";"261";"239";"22";"35";"6";"5";"4";"-";"-";"93";"68";"58";"10";"21";"3";"1";"-";"-";"-";"36";"25";"24";"1";"8";"-";"2";"1";"-";"-";"2";"-";"-";"-";"1";"1";"-";"-";"-";"-";"3";"-";"-";"-";"1";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Total";"753946";"639525";"586956";"52569";"52258";"20380";"20040";"19408";"2225";"110";"753143";"639122";"586590";"52532";"52207";"20293";"19980";"19371";"2170";"-";"442072";"371210";"340503";"30707";"26822";"14077";"14885";"13582";"1496";"-";"215291";"184098";"168590";"15508";"16830";"4853";"4320";"4705";"485";"-";"69981";"61910";"57574";"4336";"5558";"956";"614";"821";"122";"-";"25799";"21904";"19923";"1981";"2997";"407";"161";"263";"67";"-";"443";"302";"282";"20";"35";"30";"31";"21";"24";"-";"250";"101";"84";"17";"16";"57";"29";"16";"31";"-";"110";"-";"-";"-";"-";"-";"-";"-";"-";"110"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Branca";"358589";"307889";"284528";"23361";"25905";"8840";"6677";"8384";"861";"33";"358399";"307788";"284434";"23354";"25899";"8818";"6669";"8371";"854";"-";"176191";"148603";"136752";"11851";"11270";"5661";"4724";"5427";"506";"-";"114992";"99389";"91843";"7546";"9044";"2353";"1635";"2339";"232";"-";"48283";"43548";"40958";"2590";"3440";"548";"230";"445";"72";"-";"18933";"16248";"14881";"1367";"2145";"256";"80";"160";"44";"-";"111";"79";"74";"5";"3";"10";"6";"10";"3";"-";"46";"22";"20";"2";"3";"12";"2";"3";"4";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"33"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Preta";"113468";"96089";"88021";"8068";"6571";"3058";"4071";"3248";"405";"26";"113257";"95979";"87916";"8063";"6562";"3036";"4053";"3243";"384";"-";"78320";"66025";"60635";"5390";"4102";"2302";"3139";"2451";"301";"-";"27435";"23535";"21449";"2086";"1787";"613";"776";"661";"63";"-";"5753";"4946";"4505";"441";"494";"86";"114";"99";"14";"-";"1749";"1473";"1327";"146";"179";"35";"24";"32";"6";"-";"110";"78";"75";"3";"6";"7";"10";"1";"8";"-";"75";"32";"30";"2";"3";"15";"8";"4";"13";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"26"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Amarela";"1016";"881";"810";"71";"83";"22";"17";"8";"5";"-";"1014";"880";"810";"70";"83";"21";"17";"8";"5";"-";"353";"300";"271";"29";"26";"10";"10";"4";"3";"-";"371";"318";"292";"26";"36";"8";"4";"4";"1";"-";"196";"183";"172";"11";"9";"3";"-";"-";"1";"-";"94";"79";"75";"4";"12";"-";"3";"-";"-";"-";"1";"1";"-";"1";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Parda";"279886";"233867";"212875";"20992";"19608";"8430";"9244";"7735";"951";"51";"279491";"233678";"212710";"20968";"19573";"8389";"9210";"7717";"924";"-";"186614";"155812";"142424";"13388";"11378";"6080";"6986";"5675";"683";"-";"72222";"60625";"54790";"5835";"5938";"1874";"1900";"1696";"189";"-";"15663";"13157";"11875";"1282";"1607";"319";"270";"275";"35";"-";"4992";"4084";"3621";"463";"650";"116";"54";"71";"17";"-";"218";"142";"131";"11";"25";"13";"15";"10";"13";"-";"126";"47";"34";"13";"10";"28";"19";"8";"14";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"51"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Indígena";"969";"784";"707";"77";"89";"29";"31";"33";"3";"-";"965";"782";"705";"77";"88";"29";"31";"32";"3";"-";"583";"461";"412";"49";"44";"24";"26";"25";"3";"-";"267";"227";"212";"15";"25";"5";"5";"5";"-";"-";"86";"76";"64";"12";"8";"-";"-";"2";"-";"-";"29";"18";"17";"1";"11";"-";"-";"-";"-";"-";"3";"2";"2";"-";"1";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
