"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Branca";"2,28";"1,91";"1,74";"0,17";"0,17";"0,07";"0,06";"0,06";"0,01";"0,00";"2,28";"1,91";"1,74";"0,17";"0,17";"0,07";"0,06";"0,06";"0,01";"-";"1,32";"1,07";"0,98";"0,10";"0,09";"0,05";"0,05";"0,04";"0,00";"-";"0,62";"0,53";"0,48";"0,05";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,23";"0,21";"0,19";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,10";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Preta";"0,88";"0,72";"0,66";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"0,00";"0,88";"0,72";"0,66";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"-";"0,69";"0,56";"0,51";"0,05";"0,04";"0,03";"0,03";"0,02";"0,00";"-";"0,15";"0,13";"0,12";"0,01";"0,01";"0,00";"0,01";"0,00";"0,00";"-";"0,03";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Parda";"2,86";"2,30";"2,07";"0,23";"0,21";"0,11";"0,13";"0,09";"0,01";"0,00";"2,85";"2,30";"2,07";"0,23";"0,21";"0,11";"0,13";"0,09";"0,01";"-";"2,15";"1,72";"1,56";"0,16";"0,15";"0,09";"0,11";"0,07";"0,01";"-";"0,56";"0,46";"0,41";"0,05";"0,05";"0,02";"0,02";"0,01";"0,00";"-";"0,11";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,03";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"-";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Total";"6,31";"5,19";"4,72";"0,48";"0,45";"0,22";"0,24";"0,19";"0,03";"0,00";"6,31";"5,19";"4,71";"0,48";"0,45";"0,21";"0,24";"0,19";"0,03";"-";"4,28";"3,48";"3,16";"0,32";"0,28";"0,16";"0,19";"0,15";"0,02";"-";"1,47";"1,23";"1,11";"0,12";"0,12";"0,04";"0,04";"0,04";"0,00";"-";"0,40";"0,34";"0,32";"0,03";"0,03";"0,01";"0,01";"0,01";"0,00";"-";"0,16";"0,14";"0,12";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Branca";"2,37";"1,99";"1,81";"0,17";"0,17";"0,07";"0,07";"0,07";"0,01";"0,00";"2,37";"1,99";"1,81";"0,17";"0,17";"0,07";"0,07";"0,07";"0,01";"-";"1,35";"1,11";"1,01";"0,10";"0,09";"0,05";"0,05";"0,05";"0,01";"-";"0,67";"0,57";"0,51";"0,05";"0,05";"0,02";"0,01";"0,01";"0,00";"-";"0,24";"0,22";"0,20";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,11";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Preta";"1,06";"0,87";"0,80";"0,08";"0,06";"0,04";"0,05";"0,03";"0,01";"0,00";"1,06";"0,87";"0,80";"0,08";"0,06";"0,04";"0,05";"0,03";"0,01";"-";"0,81";"0,67";"0,61";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"-";"0,20";"0,17";"0,15";"0,02";"0,01";"0,01";"0,01";"0,01";"0,00";"-";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Parda";"2,87";"2,32";"2,10";"0,22";"0,21";"0,11";"0,13";"0,09";"0,01";"0,00";"2,87";"2,32";"2,10";"0,22";"0,21";"0,11";"0,13";"0,09";"0,01";"-";"2,11";"1,70";"1,54";"0,16";"0,14";"0,08";"0,10";"0,07";"0,01";"-";"0,60";"0,49";"0,44";"0,05";"0,05";"0,02";"0,02";"0,02";"0,00";"-";"0,12";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"15 a 19 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Total";"7,13";"5,95";"5,43";"0,52";"0,45";"0,22";"0,27";"0,21";"0,03";"0,00";"7,12";"5,94";"5,42";"0,52";"0,45";"0,22";"0,26";"0,21";"0,03";"-";"4,96";"4,09";"3,73";"0,35";"0,29";"0,17";"0,22";"0,17";"0,02";"-";"1,58";"1,35";"1,22";"0,12";"0,11";"0,04";"0,04";"0,04";"0,00";"-";"0,42";"0,37";"0,34";"0,03";"0,03";"0,01";"0,01";"0,01";"0,00";"-";"0,16";"0,14";"0,13";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Branca";"2,72";"2,31";"2,12";"0,19";"0,18";"0,07";"0,07";"0,07";"0,01";"0,00";"2,71";"2,31";"2,12";"0,19";"0,18";"0,07";"0,07";"0,07";"0,01";"-";"1,63";"1,35";"1,24";"0,11";"0,10";"0,05";"0,06";"0,05";"0,01";"-";"0,73";"0,63";"0,58";"0,05";"0,05";"0,02";"0,01";"0,02";"0,00";"-";"0,25";"0,23";"0,21";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,11";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Preta";"1,31";"1,09";"0,99";"0,09";"0,07";"0,04";"0,06";"0,04";"0,01";"0,00";"1,30";"1,08";"0,99";"0,09";"0,07";"0,04";"0,06";"0,04";"0,01";"-";"1,02";"0,84";"0,77";"0,07";"0,05";"0,03";"0,05";"0,03";"0,01";"-";"0,23";"0,20";"0,18";"0,02";"0,01";"0,01";"0,01";"0,01";"0,00";"-";"0,04";"0,04";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Parda";"3,09";"2,54";"2,30";"0,23";"0,20";"0,11";"0,13";"0,10";"0,01";"0,00";"3,09";"2,54";"2,30";"0,23";"0,20";"0,11";"0,13";"0,10";"0,01";"-";"2,31";"1,88";"1,72";"0,17";"0,14";"0,09";"0,11";"0,08";"0,01";"-";"0,62";"0,52";"0,46";"0,05";"0,05";"0,02";"0,02";"0,02";"0,00";"-";"0,12";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"20 a 24 anos";"Indígena";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Total";"7,20";"6,06";"5,54";"0,52";"0,45";"0,22";"0,25";"0,20";"0,03";"0,00";"7,19";"6,05";"5,53";"0,52";"0,45";"0,21";"0,25";"0,20";"0,03";"-";"5,14";"4,28";"3,90";"0,37";"0,30";"0,17";"0,21";"0,16";"0,02";"-";"1,53";"1,32";"1,21";"0,11";"0,10";"0,03";"0,03";"0,03";"0,00";"-";"0,38";"0,34";"0,31";"0,03";"0,03";"0,01";"0,00";"0,01";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Branca";"2,77";"2,37";"2,19";"0,19";"0,17";"0,07";"0,07";"0,07";"0,01";"0,00";"2,76";"2,37";"2,19";"0,19";"0,17";"0,07";"0,07";"0,07";"0,01";"-";"1,71";"1,44";"1,33";"0,12";"0,10";"0,05";"0,05";"0,05";"0,01";"-";"0,73";"0,64";"0,59";"0,05";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,23";"0,21";"0,20";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,09";"0,08";"0,07";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Preta";"1,35";"1,13";"1,03";"0,10";"0,07";"0,04";"0,06";"0,04";"0,01";"0,00";"1,34";"1,13";"1,03";"0,10";"0,07";"0,04";"0,06";"0,04";"0,01";"-";"1,07";"0,89";"0,81";"0,08";"0,06";"0,04";"0,05";"0,03";"0,00";"-";"0,22";"0,19";"0,17";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Parda";"3,07";"2,54";"2,31";"0,24";"0,20";"0,10";"0,12";"0,09";"0,01";"0,00";"3,06";"2,54";"2,30";"0,24";"0,20";"0,10";"0,12";"0,09";"0,01";"-";"2,35";"1,93";"1,76";"0,18";"0,14";"0,08";"0,10";"0,07";"0,01";"-";"0,57";"0,48";"0,44";"0,05";"0,04";"0,01";"0,02";"0,01";"0,00";"-";"0,11";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"25 a 29 anos";"Indígena";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Total";"7,22";"6,09";"5,58";"0,51";"0,47";"0,21";"0,24";"0,19";"0,03";"0,00";"7,21";"6,09";"5,57";"0,51";"0,46";"0,21";"0,23";"0,19";"0,03";"-";"5,04";"4,20";"3,84";"0,36";"0,31";"0,17";"0,20";"0,15";"0,02";"-";"1,64";"1,42";"1,30";"0,12";"0,12";"0,04";"0,03";"0,03";"0,00";"-";"0,40";"0,36";"0,33";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"-";"0,13";"0,11";"0,10";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Branca";"2,84";"2,44";"2,26";"0,19";"0,19";"0,07";"0,07";"0,07";"0,01";"0,00";"2,84";"2,44";"2,26";"0,19";"0,19";"0,07";"0,07";"0,07";"0,01";"-";"1,70";"1,43";"1,32";"0,11";"0,11";"0,05";"0,05";"0,05";"0,01";"-";"0,80";"0,71";"0,66";"0,05";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,25";"0,22";"0,21";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,09";"0,08";"0,07";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Preta";"1,31";"1,09";"1,00";"0,09";"0,07";"0,04";"0,05";"0,04";"0,01";"0,00";"1,31";"1,09";"1,00";"0,09";"0,07";"0,04";"0,05";"0,04";"0,01";"-";"1,03";"0,85";"0,78";"0,07";"0,06";"0,03";"0,05";"0,03";"0,00";"-";"0,23";"0,20";"0,18";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
