ano,id_municipio,nome_municipio,pib_total_mil_reais,populacao_estimada,pib_per_capita
2018,3305208,São Pedro da Aldeia - RJ,2289650,102846,22262.90
2019,3305208,São Pedro da Aldeia - RJ,2437962,104476,23335.14
2020,3305208,São Pedro da Aldeia - RJ,2592106,106049,24442.53
2021,3305208,São Pedro da Aldeia - RJ,2743637,107556,25508.92
2002,3305307,São Sebastião do Alto - RJ,42214,8518,4955.86
2003,3305307,São Sebastião do Alto - RJ,49320,8571,5754.29
2004,3305307,São Sebastião do Alto - RJ,54035,8684,6222.36
2005,3305307,São Sebastião do Alto - RJ,56261,8747,6432.03
2006,3305307,São Sebastião do Alto - RJ,63479,8809,7206.15
2008,3305307,São Sebastião do Alto - RJ,86174,8998,9577.02
2009,3305307,São Sebastião do Alto - RJ,90877,9052,10039.44
2011,3305307,São Sebastião do Alto - RJ,108178,8933,12109.93
2012,3305307,São Sebastião do Alto - RJ,121865,8970,13585.84
2013,3305307,São Sebastião do Alto - RJ,141059,9012,15652.35
2014,3305307,São Sebastião do Alto - RJ,150513,9033,16662.57
2015,3305307,São Sebastião do Alto - RJ,161638,9054,17852.66
2016,3305307,São Sebastião do Alto - RJ,188592,9075,20781.49
2017,3305307,São Sebastião do Alto - RJ,181138,9094,19918.41
2018,3305307,São Sebastião do Alto - RJ,203376,9326,21807.42
2019,3305307,São Sebastião do Alto - RJ,203161,9357,21712.19
2020,3305307,São Sebastião do Alto - RJ,230672,9387,24573.56
2021,3305307,São Sebastião do Alto - RJ,241281,9416,25624.58
2002,3305406,Sapucaia - RJ,148294,17521,8463.79
2003,3305406,Sapucaia - RJ,178688,17689,10101.65
2004,3305406,Sapucaia - RJ,171804,18044,9521.39
2005,3305406,Sapucaia - RJ,150949,18240,8275.71
2006,3305406,Sapucaia - RJ,170460,18434,9247.04
2008,3305406,Sapucaia - RJ,278948,17352,16075.84
2009,3305406,Sapucaia - RJ,352080,17356,20285.78
2011,3305406,Sapucaia - RJ,458532,17554,26121.23
2012,3305406,Sapucaia - RJ,529402,17581,30112.17
2013,3305406,Sapucaia - RJ,609453,17610,34608.35
2014,3305406,Sapucaia - RJ,707014,17608,40153.00
2015,3305406,Sapucaia - RJ,726387,17606,41257.92
2016,3305406,Sapucaia - RJ,827312,17604,46995.68
2017,3305406,Sapucaia - RJ,710790,17765,40010.70
2018,3305406,Sapucaia - RJ,746394,18205,40999.40
2019,3305406,Sapucaia - RJ,753960,18228,41362.74
2020,3305406,Sapucaia - RJ,836397,18249,45832.48
2021,3305406,Sapucaia - RJ,1000567,18270,54765.57
2002,3305505,Saquarema - RJ,294558,55527,5304.77
2003,3305505,Saquarema - RJ,308380,56950,5414.93
2004,3305505,Saquarema - RJ,352576,59938,5882.35
2005,3305505,Saquarema - RJ,454290,61591,7375.92
2006,3305505,Saquarema - RJ,726211,63232,11484.87
2008,3305505,Saquarema - RJ,983623,67853,14496.38
2009,3305505,Saquarema - RJ,1317469,69374,18990.82
2011,3305505,Saquarema - RJ,1468448,75906,19345.61
2012,3305505,Saquarema - RJ,1690179,77522,21802.57
2013,3305505,Saquarema - RJ,1748295,79421,22013.01
2014,3305505,Saquarema - RJ,1919565,80915,23723.23
2015,3305505,Saquarema - RJ,2065630,82359,25080.80
2016,3305505,Saquarema - RJ,2188281,83750,26128.73
2017,3305505,Saquarema - RJ,2093438,85175,24578.08
2018,3305505,Saquarema - RJ,3104960,87704,35402.72
2019,3305505,Saquarema - RJ,10711481,89170,120124.27
2020,3305505,Saquarema - RJ,15156219,90583,167318.58
2021,3305505,Saquarema - RJ,42178159,91938,458767.42
2002,3305554,Seropédica - RJ,546344,68542,7970.94
2003,3305554,Seropédica - RJ,739913,70065,10560.38
2004,3305554,Seropédica - RJ,546429,73262,7458.56
2005,3305554,Seropédica - RJ,418669,75032,5579.87
2006,3305554,Seropédica - RJ,515250,76788,6710.03
2008,3305554,Seropédica - RJ,537337,77618,6922.84
2009,3305554,Seropédica - RJ,692277,78819,8783.12
2011,3305554,Seropédica - RJ,1006115,79179,12706.84
2012,3305554,Seropédica - RJ,1156235,80138,14428.05
2013,3305554,Seropédica - RJ,1775229,81260,21846.28
2014,3305554,Seropédica - RJ,2151936,82090,26214.35
2015,3305554,Seropédica - RJ,2294079,82892,27675.52
2016,3305554,Seropédica - RJ,2214093,83667,26463.16
2017,3305554,Seropédica - RJ,4212583,84416,49902.66
2018,3305554,Seropédica - RJ,4486969,86743,51727.16
2019,3305554,Seropédica - RJ,4159296,82312,50530.86
2020,3305554,Seropédica - RJ,4629949,83092,55720.76
2021,3305554,Seropédica - RJ,4777005,83841,56976.96
2002,3305604,Silva Jardim - RJ,111343,21922,5079.05
2003,3305604,Silva Jardim - RJ,120155,22227,5405.81
2004,3305604,Silva Jardim - RJ,138199,22868,6043.34
2005,3305604,Silva Jardim - RJ,147446,23222,6349.41
2006,3305604,Silva Jardim - RJ,163030,23574,6915.67
2008,3305604,Silva Jardim - RJ,215655,22158,9732.60
2009,3305604,Silva Jardim - RJ,209352,22230,9417.54
2011,3305604,Silva Jardim - RJ,244844,21356,11464.88
2012,3305604,Silva Jardim - RJ,275399,21362,12892.00
2013,3305604,Silva Jardim - RJ,336561,21366,15752.18
2014,3305604,Silva Jardim - RJ,342722,21336,16063.09
2015,3305604,Silva Jardim - RJ,378595,21307,17768.57
2016,3305604,Silva Jardim - RJ,403121,21279,18944.55
2017,3305604,Silva Jardim - RJ,448748,21253,21114.57
2018,3305604,Silva Jardim - RJ,465723,21773,21389.93
2019,3305604,Silva Jardim - RJ,494821,21774,22725.31
2020,3305604,Silva Jardim - RJ,559702,21774,25705.06
2021,3305604,Silva Jardim - RJ,602627,21775,27675.18
2002,3305703,Sumidouro - RJ,94756,14428,6567.51
2003,3305703,Sumidouro - RJ,90387,14545,6214.30
2004,3305703,Sumidouro - RJ,124281,14791,8402.47
2005,3305703,Sumidouro - RJ,124738,14927,8356.54
2006,3305703,Sumidouro - RJ,137533,15062,9131.12
2008,3305703,Sumidouro - RJ,190139,15219,12493.53
2009,3305703,Sumidouro - RJ,184016,15313,12016.98
2011,3305703,Sumidouro - RJ,282764,14956,18906.39
2012,3305703,Sumidouro - RJ,285918,15010,19048.50
2013,3305703,Sumidouro - RJ,311321,15070,20658.33
2014,3305703,Sumidouro - RJ,343089,15099,22722.63
2015,3305703,Sumidouro - RJ,349439,15127,23100.35
2016,3305703,Sumidouro - RJ,370863,15153,24474.56
2017,3305703,Sumidouro - RJ,361782,15191,23815.55
2018,3305703,Sumidouro - RJ,448029,15577,28762.21
2019,3305703,Sumidouro - RJ,440265,15623,28180.57
2020,3305703,Sumidouro - RJ,611065,15667,39003.32
2021,3305703,Sumidouro - RJ,600250,15709,38210.58
2002,3305752,Tanguá - RJ,238699,27207,8773.44
2003,3305752,Tanguá - RJ,321967,27741,11606.18
2004,3305752,Tanguá - RJ,305478,28861,10584.46
2005,3305752,Tanguá - RJ,200775,29481,6810.32
2006,3305752,Tanguá - RJ,230230,30097,7649.60
2008,3305752,Tanguá - RJ,262338,30139,8704.27
2009,3305752,Tanguá - RJ,306249,30531,10030.76
2011,3305752,Tanguá - RJ,423204,31091,13611.78
2012,3305752,Tanguá - RJ,454033,31438,14442.17
2013,3305752,Tanguá - RJ,455031,31844,14289.38
2014,3305752,Tanguá - RJ,567216,32140,17648.29
2015,3305752,Tanguá - RJ,556262,32426,17154.81
2016,3305752,Tanguá - RJ,561761,32703,17177.66
2017,3305752,Tanguá - RJ,515332,32970,15630.33
2018,3305752,Tanguá - RJ,550442,33870,16251.61
2019,3305752,Tanguá - RJ,579270,34309,16883.91
2020,3305752,Tanguá - RJ,621334,34610,17952.44
2021,3305752,Tanguá - RJ,694534,34898,19901.83
2002,3305802,Teresópolis - RJ,1116082,141736,7874.37
2003,3305802,Teresópolis - RJ,1163109,143433,8109.08
2004,3305802,Teresópolis - RJ,1426294,146994,9703.08
2005,3305802,Teresópolis - RJ,1415468,148965,9502.02
2006,3305802,Teresópolis - RJ,1548726,150921,10261.83
2008,3305802,Teresópolis - RJ,2050922,159968,12820.83
2009,3305802,Teresópolis - RJ,2520641,162075,15552.31
2011,3305802,Teresópolis - RJ,3274234,165716,19758.10
2012,3305802,Teresópolis - RJ,3874685,167622,23115.61
2013,3305802,Teresópolis - RJ,3975990,169849,23408.97
2014,3305802,Teresópolis - RJ,4450035,171482,25950.45
2015,3305802,Teresópolis - RJ,5008884,173060,28943.05
2016,3305802,Teresópolis - RJ,5239125,174587,30008.68
2017,3305802,Teresópolis - RJ,5090374,176060,28912.72
2018,3305802,Teresópolis - RJ,5165476,180886,28556.53
2019,3305802,Teresópolis - RJ,5229226,182594,28638.54
2020,3305802,Teresópolis - RJ,5757344,184240,31249.15
2021,3305802,Teresópolis - RJ,5923899,185820,31879.77
2002,3305901,Trajano de Moraes - RJ,48307,9911,4874.08
2003,3305901,Trajano de Moraes - RJ,48118,9853,4883.59
2004,3305901,Trajano de Moraes - RJ,58353,9729,5997.84
2005,3305901,Trajano de Moraes - RJ,56562,9661,5854.67
2006,3305901,Trajano de Moraes - RJ,59713,9593,6224.64
2008,3305901,Trajano de Moraes - RJ,93499,9934,9412.02
2009,3305901,Trajano de Moraes - RJ,76895,9914,7756.20
2011,3305901,Trajano de Moraes - RJ,114408,10309,11097.88
2012,3305901,Trajano de Moraes - RJ,132383,10327,12819.11
2013,3305901,Trajano de Moraes - RJ,152837,10347,14771.14
2014,3305901,Trajano de Moraes - RJ,161488,10348,15605.72
2015,3305901,Trajano de Moraes - RJ,175822,10350,16987.63
2016,3305901,Trajano de Moraes - RJ,189257,10351,18283.93
2017,3305901,Trajano de Moraes - RJ,180214,10352,17408.62
2018,3305901,Trajano de Moraes - RJ,195808,10611,18453.30
2019,3305901,Trajano de Moraes - RJ,206651,10626,19447.68
2020,3305901,Trajano de Moraes - RJ,230684,10640,21680.83
2021,3305901,Trajano de Moraes - RJ,242013,10653,22717.83
2002,3306008,Três Rios - RJ,615950,73242,8409.79
2003,3306008,Três Rios - RJ,675586,73829,9150.69
2004,3306008,Três Rios - RJ,702297,75062,9356.23
2005,3306008,Três Rios - RJ,740643,75744,9778.24
2006,3306008,Três Rios - RJ,867708,76422,11354.17
2008,3306008,Três Rios - RJ,1148044,75754,15154.90
2009,3306008,Três Rios - RJ,1463378,76075,19235.99
2011,3306008,Três Rios - RJ,1950586,77851,25055.38
2012,3306008,Três Rios - RJ,2411569,78256,30816.41
2013,3306008,Três Rios - RJ,2893042,78723,36749.64
2014,3306008,Três Rios - RJ,3429418,78998,43411.45
2015,3306008,Três Rios - RJ,3582747,79264,45200.18
2016,3306008,Três Rios - RJ,3638041,79230,45917.47
2017,3306008,Três Rios - RJ,3716629,79402,46807.75
2018,3306008,Três Rios - RJ,3988535,81453,48967.32
2019,3306008,Três Rios - RJ,4365979,81804,53371.22
2020,3306008,Três Rios - RJ,5399663,82142,65735.71
2021,3306008,Três Rios - RJ,6348140,82468,76977.01
2002,3306107,Valença - RJ,389536,67466,5773.81
2003,3306107,Valença - RJ,423586,68003,6228.93
2004,3306107,Valença - RJ,436621,69131,6315.85
2005,3306107,Valença - RJ,442876,69756,6348.93
2006,3306107,Valença - RJ,504120,70375,7163.34
2008,3306107,Valença - RJ,656309,74993,8751.60
2009,3306107,Valença - RJ,760355,75819,10028.55
2011,3306107,Valença - RJ,1070290,72268,14810.01
2012,3306107,Valença - RJ,1211151,72679,16664.39
2013,3306107,Valença - RJ,1398065,73154,19111.26
2014,3306107,Valença - RJ,1625456,73445,22131.61
2015,3306107,Valença - RJ,1902222,73725,25801.59
2016,3306107,Valença - RJ,2010736,73997,27173.21
2017,3306107,Valença - RJ,2200072,74237,29635.79
2018,3306107,Valença - RJ,2576172,76163,33824.46
2019,3306107,Valença - RJ,2051662,76523,26811.05
2020,3306107,Valença - RJ,2245815,76869,29216.13
2021,3306107,Valença - RJ,3122592,77202,40447.04
2002,3306156,Varre-Sai - RJ,41793,8007,5219.56
2003,3306156,Varre-Sai - RJ,45782,8078,5667.49
2004,3306156,Varre-Sai - RJ,53371,8227,6487.30
2005,3306156,Varre-Sai - RJ,56924,8309,6850.88
2006,3306156,Varre-Sai - RJ,65172,8391,7766.89
2008,3306156,Varre-Sai - RJ,89033,8766,10156.63
2009,3306156,Varre-Sai - RJ,91509,8852,10337.66
2011,3306156,Varre-Sai - RJ,104727,9600,10909.06
2012,3306156,Varre-Sai - RJ,122496,9720,12602.47
2013,3306156,Varre-Sai - RJ,126694,9861,12847.99
2014,3306156,Varre-Sai - RJ,128295,9966,12873.27
2015,3306156,Varre-Sai - RJ,146666,10402,14099.79
2016,3306156,Varre-Sai - RJ,156569,10500,14911.33
2017,3306156,Varre-Sai - RJ,183085,10597,17277.06
2018,3306156,Varre-Sai - RJ,187063,10890,17177.50
2019,3306156,Varre-Sai - RJ,203016,11000,18456.00
2020,3306156,Varre-Sai - RJ,250289,11106,22536.38
2021,3306156,Varre-Sai - RJ,264149,11208,23567.90
2002,3306206,Vassouras - RJ,234811,32041,7328.45
2003,3306206,Vassouras - RJ,252139,32314,7802.78
2004,3306206,Vassouras - RJ,268719,32889,8170.48
2005,3306206,Vassouras - RJ,269857,33206,8126.75
2006,3306206,Vassouras - RJ,306112,33522,9131.67
2008,3306206,Vassouras - RJ,372532,34024,10949.09
2009,3306206,Vassouras - RJ,411705,34259,12017.43
2011,3306206,Vassouras - RJ,539121,34638,15564.44
2012,3306206,Vassouras - RJ,694817,34858,19932.78
2013,3306206,Vassouras - RJ,722720,35112,20583.28
2014,3306206,Vassouras - RJ,790341,35275,22405.13
2015,3306206,Vassouras - RJ,911754,35432,25732.50
2016,3306206,Vassouras - RJ,961892,35622,27002.75
2017,3306206,Vassouras - RJ,918386,35768,25676.19
2018,3306206,Vassouras - RJ,983905,36702,26807.94
2019,3306206,Vassouras - RJ,1090969,36896,29568.76
2020,3306206,Vassouras - RJ,1280257,37083,34524.09
2021,3306206,Vassouras - RJ,1321254,37262,35458.48
2002,3306305,Volta Redonda - RJ,4384725,246641,17777.76
2003,3306305,Volta Redonda - RJ,4944518,248766,19876.18
2004,3306305,Volta Redonda - RJ,6050380,253226,23893.20
2005,3306305,Volta Redonda - RJ,5486953,255695,21458.98
2006,3306305,Volta Redonda - RJ,5827982,258145,22576.39
2008,3306305,Volta Redonda - RJ,8806797,259811,33896.94
2009,3306305,Volta Redonda - RJ,7724479,261403,29550.08
2011,3306305,Volta Redonda - RJ,9664119,259012,37311.47
2012,3306305,Volta Redonda - RJ,10284069,260180,39526.75
2013,3306305,Volta Redonda - RJ,10415764,261522,39827.49
2014,3306305,Volta Redonda - RJ,10501937,262259,40044.14
2015,3306305,Volta Redonda - RJ,10612960,262970,40358.06
2016,3306305,Volta Redonda - RJ,10435923,263659,39581.14
2017,3306305,Volta Redonda - RJ,11311118,265201,42651.11
2018,3306305,Volta Redonda - RJ,13407989,271998,49294.44
2019,3306305,Volta Redonda - RJ,11017493,273012,40355.34
2020,3306305,Volta Redonda - RJ,11636497,273988,42470.83
2021,3306305,Volta Redonda - RJ,19671203,274925,71551.16
