ano,id_cid_principal,doenca,categoria,id_municipio_paciente,municipio_paciente,populacao_municipio_paciente,id_municipio_estabelecimento_aih,municipio_estabelecimento_aih,populacao_municipio_estabelecimento_aih,total_internacoes
2016,A90,Dengue,Vetor,3303500,Nova Iguaçu,797435,3304144,Queimados,144525,15
2017,A90,Dengue,Vetor,3303500,Nova Iguaçu,798647,3304144,Queimados,145386,15
2018,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,818875,3303500,Nova Iguaçu,818875,15
2015,A90,Dengue,Vetor,3303500,Nova Iguaçu,807492,3304144,Queimados,143632,15
2020,L08,Infecções Cutâneas,Outra,3303500,Nova Iguaçu,823302,3301702,Duque de Caxias,924624,14
2014,A90,Dengue,Vetor,3301850,Guapimirim,55626,3302502,Magé,233634,14
2023,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,96289,3302270,Japeri,96289,14
2019,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,104768,3304557,Rio de Janeiro,6718903,14
2016,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,230786,3303302,Niterói,497883,14
2016,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,797435,3303500,Nova Iguaçu,797435,14
2014,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,806177,3303500,Nova Iguaçu,806177,14
2015,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,99863,3304557,Rio de Janeiro,6476631,14
2017,A09,Diarreia e Gastroenterite,Hídrica,3301850,Guapimirim,57921,3304557,Rio de Janeiro,6520266,14
2017,A90,Dengue,Vetor,3301900,Itaboraí,232394,3304904,São Gonçalo,1049826,14
2022,A90,Dengue,Vetor,3300100,Angra dos Reis,167434,3300100,Angra dos Reis,167434,14
2021,A90,Dengue,Vetor,3303500,Nova Iguaçu,825388,3304557,Rio de Janeiro,6775561,14
2021,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,244416,3304904,São Gonçalo,1098357,14
2023,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,197277,3304904,São Gonçalo,896744,13
2022,A08,Infecções Intestinais Virais,Hídrica,3303500,Nova Iguaçu,785867,3300456,Belford Roxo,483087,13
2016,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,100562,3304557,Rio de Janeiro,6498837,13
2024,A91,Dengue Hemorrágica,Vetor,3302270,Japeri,102149,3304557,Rio de Janeiro,6729894,13
2015,A09,Diarreia e Gastroenterite,Hídrica,3305000,São João da Barra,34583,3301009,Campos dos Goytacazes,483970,13
2024,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,21064,3304557,Rio de Janeiro,6729894,13
2023,A90,Dengue,Vetor,3305000,São João da Barra,36573,3301009,Campos dos Goytacazes,483540,13
2015,A90,Dengue,Vetor,3301900,Itaboraí,229007,3304300,Rio Bonito,57615,12
2018,A90,Dengue,Vetor,3301850,Guapimirim,59613,3301850,Guapimirim,59613,12
2020,A09,Diarreia e Gastroenterite,Hídrica,3300100,Angra dos Reis,207044,3304557,Rio de Janeiro,6747815,12
2020,L08,Infecções Cutâneas,Outra,3301850,Guapimirim,61388,3301850,Guapimirim,61388,12
2018,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,157789,3303302,Niterói,511786,12
2024,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,102149,3304557,Rio de Janeiro,6729894,12
2014,A90,Dengue,Vetor,3304110,Porto Real,17970,3304110,Porto Real,17970,12
2017,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,101237,3303609,Paracambi,50447,12
2019,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,821128,3301702,Duque de Caxias,919596,11
2014,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,99141,3303500,Nova Iguaçu,806177,11
2020,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,823302,3300456,Belford Roxo,513118,11
2021,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,106296,3301702,Duque de Caxias,929449,11
2019,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,821128,3300100,Angra dos Reis,203785,11
2018,A90,Dengue,Vetor,3302700,Maricá,157789,3302700,Maricá,157789,11
2023,L08,Infecções Cutâneas,Outra,3302270,Japeri,96289,3304557,Rio de Janeiro,6211223,10
2014,A90,Dengue,Vetor,3303500,Nova Iguaçu,806177,3303609,Paracambi,49120,10
2016,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,230786,3300803,Cachoeiras de Macacu,56603,10
2018,A09,Diarreia e Gastroenterite,Hídrica,3305000,São João da Barra,36138,3301009,Campos dos Goytacazes,503424,10
2021,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,244416,3304300,Rio Bonito,60930,10
2018,A09,Diarreia e Gastroenterite,Hídrica,3300100,Angra dos Reis,200407,3304557,Rio de Janeiro,6688927,10
2016,A90,Dengue,Vetor,3301900,Itaboraí,230786,3300803,Cachoeiras de Macacu,56603,10
2015,A91,Dengue Hemorrágica,Vetor,3304300,Rio Bonito,57615,3304300,Rio Bonito,57615,10
2023,A90,Dengue,Vetor,3300100,Angra dos Reis,167434,3303807,Paraty,45243,10
2014,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,806177,3303609,Paracambi,49120,10
2018,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,103960,3303500,Nova Iguaçu,818875,10
2020,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,823302,3300456,Belford Roxo,513118,9
2017,A90,Dengue,Vetor,3301850,Guapimirim,57921,3301850,Guapimirim,57921,9
2024,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,21064,3304110,Porto Real,21064,9
2020,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,242543,3304904,São Gonçalo,1091737,9
2016,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,149876,3304904,São Gonçalo,1044058,9
2018,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,238695,3304904,São Gonçalo,1077687,9
2018,A90,Dengue,Vetor,3301900,Itaboraí,238695,3304300,Rio Bonito,59814,9
2016,A90,Dengue,Vetor,3301900,Itaboraí,230786,3304300,Rio Bonito,57963,8
2023,A90,Dengue,Vetor,3304110,Porto Real,20373,3304110,Porto Real,20373,8
2019,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,821128,3303500,Nova Iguaçu,821128,8
2016,A90,Dengue,Vetor,3301850,Guapimirim,57105,3305802,Teresópolis,174587,8
2021,A90,Dengue,Vetor,3300100,Angra dos Reis,210171,3300100,Angra dos Reis,210171,8
2024,A91,Dengue Hemorrágica,Vetor,3304110,Porto Real,21064,3304110,Porto Real,21064,8
2024,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,843046,3304144,Queimados,149093,8
2023,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,785867,3301702,Duque de Caxias,808161,8
2024,A91,Dengue Hemorrágica,Vetor,3302270,Japeri,102149,3301702,Duque de Caxias,866347,8
2015,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,807492,3303500,Nova Iguaçu,807492,7
2022,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,785867,3301702,Duque de Caxias,808161,7
2014,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,806177,3301702,Duque de Caxias,878402,7
2014,A90,Dengue,Vetor,3302270,Japeri,99141,3303609,Paracambi,49120,7
2016,A91,Dengue Hemorrágica,Vetor,3301850,Guapimirim,57105,3304557,Rio de Janeiro,6498837,7
2018,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,818875,3300308,Barra do Piraí,99969,7
2022,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,785867,3300456,Belford Roxo,483087,7
2014,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,99141,3302908,Miguel Pereira,24829,7
2019,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,19683,3304110,Porto Real,19683,7
2023,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,20373,3304557,Rio de Janeiro,6211223,7
2019,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,161207,3303302,Niterói,513584,7
2017,A90,Dengue,Vetor,3303500,Nova Iguaçu,798647,3303500,Nova Iguaçu,798647,7
2022,A91,Dengue Hemorrágica,Vetor,3302700,Maricá,197277,3302700,Maricá,197277,7
2024,A90,Dengue,Vetor,3302700,Maricá,211986,3304557,Rio de Janeiro,6729894,7
2016,A09,Diarreia e Gastroenterite,Hídrica,3305000,São João da Barra,34884,3305000,São João da Barra,34884,7
2017,A90,Dengue,Vetor,3303500,Nova Iguaçu,798647,3300456,Belford Roxo,495783,6
2019,A90,Dengue,Vetor,3303500,Nova Iguaçu,821128,3300456,Belford Roxo,510906,6
2020,A90,Dengue,Vetor,3302700,Maricá,164504,3302700,Maricá,164504,6
2024,L08,Infecções Cutâneas,Outra,3303500,Nova Iguaçu,843046,3304557,Rio de Janeiro,6729894,6
2019,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,240592,3300803,Cachoeiras de Macacu,58937,6
2024,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,240040,3304557,Rio de Janeiro,6729894,6
2014,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,143111,3303302,Niterói,495470,6
2022,A91,Dengue Hemorrágica,Vetor,3302270,Japeri,96289,3302007,Itaguaí,116841,6
2015,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,807492,3304144,Queimados,143632,6
2016,A90,Dengue,Vetor,3301900,Itaboraí,230786,3303302,Niterói,497883,6
2023,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,785867,3302007,Itaguaí,116841,6
2015,A90,Dengue,Vetor,3303500,Nova Iguaçu,807492,3303609,Paracambi,49521,6
2016,A90,Dengue,Vetor,3302270,Japeri,100562,3306206,Vassouras,35622,6
2016,A09,Diarreia e Gastroenterite,Hídrica,3300100,Angra dos Reis,191504,3303807,Paraty,40975,6
2016,A90,Dengue,Vetor,3302270,Japeri,100562,3304144,Queimados,144525,6
2017,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,798647,3301702,Duque de Caxias,890997,6
2015,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,229007,3304904,São Gonçalo,1038081,5
2023,A91,Dengue Hemorrágica,Vetor,3301900,Itaboraí,224267,3304904,São Gonçalo,896744,5
2023,A27,Leptospirose,Roedor,3300100,Angra dos Reis,167434,3300100,Angra dos Reis,167434,5
2021,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,167668,3304557,Rio de Janeiro,6775561,5
2017,A90,Dengue,Vetor,3305000,São João da Barra,35174,3305000,São João da Barra,35174,5
2023,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,785867,3304557,Rio de Janeiro,6211223,5
2014,A90,Dengue,Vetor,3303500,Nova Iguaçu,806177,3304557,Rio de Janeiro,6453682,5
2016,A90,Dengue,Vetor,3302700,Maricá,149876,3300803,Cachoeiras de Macacu,56603,5
2019,A90,Dengue,Vetor,3301900,Itaboraí,240592,3300803,Cachoeiras de Macacu,58937,5
2023,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,96289,3303609,Paracambi,41375,5
2018,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,103960,3303609,Paracambi,51815,5
2016,A90,Dengue,Vetor,3303500,Nova Iguaçu,797435,3303302,Niterói,497883,5
2015,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,807492,3303500,Nova Iguaçu,807492,5
2017,A91,Dengue Hemorrágica,Vetor,3300100,Angra dos Reis,194619,3300100,Angra dos Reis,194619,5
2022,A91,Dengue Hemorrágica,Vetor,3300100,Angra dos Reis,167434,3300100,Angra dos Reis,167434,4
2014,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,17970,3303708,Paraíba do Sul,42159,4
2016,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,797435,3303807,Paraty,40975,4
2024,A91,Dengue Hemorrágica,Vetor,3302270,Japeri,102149,3303609,Paracambi,43656,4
2015,A90,Dengue,Vetor,3301850,Guapimirim,56515,3301850,Guapimirim,56515,4
2021,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,825388,3300456,Belford Roxo,515239,4
2017,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,18829,3304110,Porto Real,18829,4
2022,A09,Diarreia e Gastroenterite,Hídrica,3304110,Porto Real,20373,3304110,Porto Real,20373,4
2023,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,224267,3304300,Rio Bonito,56276,4
2022,A09,Diarreia e Gastroenterite,Hídrica,3302700,Maricá,197277,3304300,Rio Bonito,56276,4
2023,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,785867,3304144,Queimados,140523,4
2020,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,105548,3303609,Paracambi,52683,4
2024,A90,Dengue,Vetor,3302270,Japeri,102149,3303609,Paracambi,43656,4
2014,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,227168,3303302,Niterói,495470,4
2016,A90,Dengue,Vetor,3303500,Nova Iguaçu,797435,3304524,Rio das Ostras,136626,4
2018,A90,Dengue,Vetor,3303500,Nova Iguaçu,818875,3304144,Queimados,149265,4
2024,A91,Dengue Hemorrágica,Vetor,3300100,Angra dos Reis,179120,3304557,Rio de Janeiro,6729894,4
2016,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,100562,3303500,Nova Iguaçu,797435,4
2015,A90,Dengue,Vetor,3302270,Japeri,99863,3300456,Belford Roxo,481127,4
2015,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,229007,3300803,Cachoeiras de Macacu,56290,4
2020,A90,Dengue,Vetor,3303500,Nova Iguaçu,823302,3304557,Rio de Janeiro,6747815,4
2020,A90,Dengue,Vetor,3300100,Angra dos Reis,207044,3300100,Angra dos Reis,207044,4
2018,A09,Diarreia e Gastroenterite,Hídrica,3301850,Guapimirim,59613,3305802,Teresópolis,180886,4
2019,A27,Leptospirose,Roedor,3300100,Angra dos Reis,203785,3300100,Angra dos Reis,203785,3
2024,A27,Leptospirose,Roedor,3301850,Guapimirim,54300,3304557,Rio de Janeiro,6729894,3
2018,A90,Dengue,Vetor,3300100,Angra dos Reis,200407,3300100,Angra dos Reis,200407,3
2015,A09,Diarreia e Gastroenterite,Hídrica,3301850,Guapimirim,56515,3300803,Cachoeiras de Macacu,56290,3
2020,A90,Dengue,Vetor,3302270,Japeri,105548,3300456,Belford Roxo,513118,3
2020,A90,Dengue,Vetor,3303500,Nova Iguaçu,823302,3300456,Belford Roxo,513118,3
2018,A90,Dengue,Vetor,3303500,Nova Iguaçu,818875,3300456,Belford Roxo,508614,3
2015,A90,Dengue,Vetor,3303500,Nova Iguaçu,807492,3300456,Belford Roxo,481127,3
2014,A09,Diarreia e Gastroenterite,Hídrica,3301850,Guapimirim,55626,3304557,Rio de Janeiro,6453682,3
2016,A90,Dengue,Vetor,3301850,Guapimirim,57105,3300803,Cachoeiras de Macacu,56603,3
2023,A91,Dengue Hemorrágica,Vetor,3300100,Angra dos Reis,167434,3304557,Rio de Janeiro,6211223,3
2024,A91,Dengue Hemorrágica,Vetor,3304300,Rio Bonito,59113,3304300,Rio Bonito,59113,3
2022,A91,Dengue Hemorrágica,Vetor,3302270,Japeri,96289,3303609,Paracambi,41375,3
2015,A90,Dengue,Vetor,3301900,Itaboraí,229007,3302700,Maricá,146549,3
2022,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,96289,3303609,Paracambi,41375,3
2019,A09,Diarreia e Gastroenterite,Hídrica,3301900,Itaboraí,240592,3303302,Niterói,513584,3
2022,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,785867,3302601,Mangaratiba,41220,3
2017,A90,Dengue,Vetor,3303500,Nova Iguaçu,798647,3304557,Rio de Janeiro,6520266,3
2019,A91,Dengue Hemorrágica,Vetor,3303500,Nova Iguaçu,821128,3300456,Belford Roxo,510906,3
2022,L08,Infecções Cutâneas,Outra,3302270,Japeri,96289,3304557,Rio de Janeiro,6211223,3
2020,B54,Malária,Vetor,3304300,Rio Bonito,60573,3304300,Rio Bonito,60573,2
2017,A09,Diarreia e Gastroenterite,Hídrica,3302270,Japeri,101237,3303500,Nova Iguaçu,798647,2
2014,A09,Diarreia e Gastroenterite,Hídrica,3303500,Nova Iguaçu,806177,3304144,Queimados,142709,2
2023,A09,Diarreia e Gastroenterite,Hídrica,3301850,Guapimirim,51696,3304557,Rio de Janeiro,6211223,2
2018,A90,Dengue,Vetor,3301900,Itaboraí,238695,3301702,Duque de Caxias,914383,2
2016,A91,Dengue Hemorrágica,Vetor,3300100,Angra dos Reis,191504,3300100,Angra dos Reis,191504,2
