ano,id_municipio,sigla_uf,populacao_atendida_agua,populacao_atentida_esgoto,populacao_urbana,populacao_urbana_residente_agua,populacao_urbana_atendida_agua,populacao_urbana_atendida_agua_ibge,populacao_urbana_residente_esgoto,populacao_urbana_atendida_esgoto,populacao_urbana_residente_esgoto_ibge,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,quantidade_ligacao_total_agua,quantidade_ligacao_total_esgoto,quantidade_economia_ativa_agua,quantidade_economia_ativa_esgoto,quantidade_ligacao_micromedia_ativa_agua,quantidade_economia_residencial_ativa_agua,quantidade_economia_residencial_ativa_esgoto,quantidade_economia_micromedida_ativa_agua,quantidade_economia_residencial_micromedida_ativa_agua,volume_agua_produzido,volume_agua_tratada_eta,volume_agua_micromedido,volume_agua_consumido,volume_agua_faturado,volume_agua_macromedido,volume_agua_tratada_desinfeccao,volume_agua_bruta_exportado,volume_agua_tratada_importado,volume_agua_tratada_exportado,volume_agua_micromedido_economia_ativa,volume_servico_agua,volume_agua_fluoretada,consumo_eletrico_sistemas_agua,volume_esgoto_coletado,volume_esgoto_tratado,volume_esgoto_faturado,volume_esgoto_bruto_exportado,volume_esgoto_bruto_importado,volume_esgoto_importado,volume_esgoto_bruto_exportado_tratamento_importador,consumo_eletrico_sistemas_esgoto,indice_agua_ligacao,indice_hidrometracao,indice_macromedicao_volume_disponibilizado,indice_macromedicao,indice_perda_faturamento,indice_micromedido_economia,indice_coleta_esgoto,indice_tratamento_esgoto,indice_consumo_agua_faturado,indice_extensao_agua_ligacao,indice_extensao_esgoto_ligacao,indice_consumo_agua_per_capita,indice_atendimento_urbano_agua,indice_atendimento_agua_esgoto,indice_volume_agua_economia,indice_faturamento_agua,indice_participacao_economia_agua,indice_micromedicao_relativo_agua,indice_esgotamento_agua_consumida,indice_atendimento_esgoto_esgoto,indice_perda_distribuicao_agua,indice_perda_linear_agua,indice_perda_ligacao_agua,indice_consumo_agua,indice_consumo_medio_agua,indice_atendimento_total_agua,indice_atendimento_esgoto_agua,indice_fluoretacao_agua,indice_consumo_energia_agua,indice_consumo_energia_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2012,3303708,RJ,37700,,36642,36642,33176,41639,,,,109,,1,,3,,9911,,10491,,12587,,9359,11930,,11730,11080,3370,3370,2500,2696,2696,0,0,0,122,0,2231,148,0,2566,,,,,,,,,"1,27","94,31","74,76",0,"19,38","17,9",,,18,"9,6",,"196,8","90,5",,"23,3","80,62","95,16","92,73",,,"19,38","17,75","180,13","80,62",18,"90,54",,0,"0,73",,"8903317,32","8903317,32",,"5964,69",0,"8909282,01",,"7213703,01","3460071,54","2412923,33",22,"79844,31","498812,99","1087090,52","5600264,17","764312,46","11307908,67","4004756,39","807,48","1384331,59","856415,06","136453,95","82160,59","1006659,04","760721,58","3590,88","1770971,5",,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,24842,24842,0,0,24842
2014,3305133,RJ,3767,,3174,3174,1666,7175,,,,14,,1,,0,,1114,,1247,,1373,,1113,1231,,1335,1200,375,375,183,271,230,0,0,0,0,0,163,0,0,"164,52",,,,,,,,,"1,27","99,91","48,8",0,"38,67","11,8",,,14,"11,6",,"198,1","52,5",,"22,9","61,33","89,58","67,53",,,"27,73","20,35","264,44","72,27","16,5","52,5",,0,"0,44",,"806573,76","806573,76",,"299,81",0,"806873,57",,"584201,66","171459,49","830121,48",7,"10788,25","30731,65","114382,88","1049449,29","72308,7","1500604,97","206817,73",0,"1095,23","130901,73","62329,8","41127,52","115942,94","71888,75","419,95","188251,64",,,0,0,0,0,0,0,0,0,0,,,,,,,,170428,0,"16134,84","57129,84",0,129433,"186562,84"
2010,3300225,RJ,9923,,9923,9923,9923,11423,,,,34,,1,,2,,2294,,2489,,2731,,2099,2542,,2462,2273,810,700,577,580,580,0,110,0,0,0,535,10,0,295,,,,,,,,,"1,19","91,99","72,12",0,"27,5","20,2",,,"18,7","14,3",,"160,7",100,,26,"72,5","93,87","99,48",,,"27,5","17,73","275,79","72,5","18,7","86,87",,0,"0,36",,572989,572989,,0,0,572989,,572989,258529,379795,15,38286,19593,53469,491143,0,491143,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,3300803,RJ,5487,,48267,48267,5487,57300,,,,23,,1,,0,,1447,,1639,,1632,,262,1595,,316,296,9796,0,68,9388,9388,0,9796,0,0,8872,63,0,0,14,,,,,,,,,"1,13","17,92","7,36","-960,17","4,16","18,4",,,"26,8","14,2",,"263,3","11,4",,"47,9","95,84","97,67","13,18",,,"4,16","48,6","784,15","95,84","26,8","9,58",,0,0,,1293220,1293220,,"649,91",0,"1293869,91",,1243990,721686,"372322,46",51,"19526,05","92688,46","138683,74",778361,"165648,46","1671055,76","429060,93","117,2","155023,09","120020,55",0,"177964,82",49314,"158221,94","7426,52","214962,46",,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,"1986,12","1986,12",0,0,"1986,12"
2009,3302502,RJ,54552,,230114,230114,54552,244334,,,,255,,1,,0,,13070,,15632,,16444,,1204,15542,,1944,1515,5804,0,460,4372,4372,0,5804,0,0,0,316,0,0,58541,,,,,,,,,"1,26","9,02","7,93",0,"24,67","20,5",,,"22,3","16,4",,"221,9","23,7",,"29,6","75,33","94,35","10,52",,,"24,67","15,39","302,21","75,33","22,3","22,33",,0,"10,09",,9753958,9753958,,"13081,54",0,"9767039,54",,12534417,7271689,"3751513,83",31,"196744,11","933927,07","1397374,6",7842751,"1669070,65","16837525,1","4323209,53","1181,81","1562009,58","1209324,71",0,"1793169,21","496886,88","1594241,19","74829,46","2165957,53",,,0,0,0,0,0,0,0,0,0,,,,,,,,8208441,0,"12313,92","12313,92",0,8208441,"8220754,92"
2009,3302858,RJ,133005,,190056,190056,133005,190056,,,,385,,1,,0,,24534,,25859,,45041,,19531,39119,,33679,32258,16978,16978,2802,4390,4390,16978,0,0,0,0,2515,849,16978,137,,,,,,,,,"1,72","75,44","17,37",100,"72,78","10,1",,,"11,6","19,9",,"126,6",70,,45,"27,22","88,78","63,83",,,"72,78","83,54","1761,03","27,22","11,6","69,98",,100,"0,01",,26993884,26993884,,"17945,56",0,"27011829,56",,34332441,19917547,"10275598,07",40,"538892,7","2558076,46","3827484,15",21481715,"4571674,25","46118886,41","11841503,32","3235,41","4278428,21","3312405,39",0,"4911588,45","1360999,89","4366712,33","204961,92","5932674,14",,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,"120755,83","120755,83",0,0,"120755,83"
2008,3303203,RJ,154752,,159005,159005,154752,159005,,,,223,,1,,0,,32306,,35021,,45306,,27642,42226,,39673,28875,13876,13876,7667,10789,9072,13876,0,0,0,0,7041,694,13876,1259,,,,,,,,,"1,39","85,2","58,16",100,"31,18","16,9",,,"17,4","6,5",,"191,7","97,3",,"26,7","68,82","93,9","71,06",,,"18,15","29,07","209,77","81,85","20,7","97,33",,100,"0,09",,20067627,20067627,,0,0,20067627,,12858271,7209356,5447115,50,542320,2580167,3778312,16518351,4003771,37168304,13213737,0,4170437,1751222,,1681223,251012,1554558,2449213,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2006,3302056,RJ,7651,,8767,8767,7651,12515,,,,"15,5",,1,,0,,2179,,2290,,2539,,1632,2347,,1950,1805,"1430,2","1430,2","413,01","622,2","622,2",0,0,0,0,0,"376,15",0,0,"524,22",,,,,,,,,"1,16","71,05","28,88",0,"56,5","18,8",,,"20,7","6,5",,"222,5","87,3",,"47,6","43,5","92,94","66,38",,,"56,5","150,08","1023,91","43,5","20,7","61,13",,0,"0,37",,"993816,4","993816,4",,"5441,37",0,"999257,77",,"644779,15","1665346,58","1568933,07",20,"34696,28","199487,91","309036,63","2485000,54","161255,04","3412331,61","553105,73",0,"165925,54",0,"206921,09","212970,29","36206,2","144502,53","16752,51",,,,,"19469,72",0,0,0,0,0,0,"19469,72",,,,,,,,,,,,,,
2004,3302106,RJ,19214,,15953,15953,19214,23039,,,,26,,1,,0,,5101,,5645,,6060,,4341,5770,,5042,4786,"2713,96","2653,2","1092,83","1349,87","1349,9",0,"60,71",0,0,0,"995,59","145,46",0,1220,,,,,,,,,"1,19","84,53","42,55",0,"47,44","18,3",,,"18,7","4,7",,"210,4",100,,"37,6","52,56","95,13","80,96",,,"47,45","128,41","660,87","52,55","18,7","83,4",,0,"0,45",,"1919823,17","1919823,17",,"10951,69",0,"1930774,86",,"1191767,03","3099016,25","1512887,74",19,"55446,36","311517,21","421900,03","3060822,75",0,"4163507,27","722856,57",0,"280397,22",0,"478674,15","379827,94",0,0,0,,,,,"50269,92",0,0,0,0,0,0,"50269,92",,,,,,,,,,,,,,
2005,3303203,RJ,150968,,150968,150968,150968,150968,,,,133,,1,,0,,29691,,34255,,43602,,27054,41219,,37894,35719,"13309,44","13309,44","7958,58",10336,10336,"12777,06",0,0,0,0,"7331,03","729,68",13309,366,,,,,,,,,"1,42","87,73","63,26",96,"17,84","17,6",,,"19,9","3,9",,"187,3",100,,"25,6","82,16","94,49",77,,,"17,84","46,22","200,75","82,16","19,9",100,,100,"0,03",,24238598,24238598,,"125206,51",0,"24363804,52",,"8887243,86","25114341,46",3030237,38,514361,3284382,7842221,14763153,1802520,29895797,11459481,0,91952,1870643,0,0,564139,1423046,379474,,,,,472576,2531400,0,0,946107,743575,841718,3003976,,,,,,,,,,,,,,
2004,3303203,RJ,151460,,151465,151465,151460,151465,,,,133,,1,,0,,31553,,33932,,43131,,26673,40736,,37308,35119,"13018,06","13018,06","7863,97",10841,10841,"13018,06",0,0,0,0,"7099,07","713,7","13018,06",580,,,,,,,,,"1,37","82,63","63,91",100,"11,89",18,,,21,"3,9",,"207,4",100,,"25,2","88,11","94,44","72,54",,,"11,89","30,14","127,26","88,11",21,100,,100,"0,04",,"12330610,43","12330610,43",,"70340,35",0,"12400950,79",,"7575573,56","18899160,91","6847807,69",86,"338136,29","1899768,69","2572931,53","16287794,59",0,"23012448,64","4408296,56",0,"1709985,33",0,"2919165,04","2316357,49",0,0,0,,,,,"306568,05",543808,0,490207,677028,356987,0,"1340583,05",,,,,,,,,,,,,,
2006,3304706,RJ,31692,,32451,32451,31692,42686,,,,"70,05",,1,,0,,8476,,9216,,10164,,5939,9517,,7386,6804,"3910,8","3910,8","1952,83",2634,2634,0,0,0,90,0,"1750,76",0,0,"2883,25",,,,,,,,,"1,2","72,78","48,81",0,"34,16","21,4",,,"21,7","6,1",,"229,4","97,7",,33,"65,84","93,39","74,14",,,"34,16","67,44","445,74","65,84","21,7","74,24",,0,"0,72",,"4210060,94","4210060,94",,"23051,04",0,"4233111,98",,"2316055,66","6666633,58","2118059,65",27,"138894,46","798580,2","1237120,27","6081916,91","645528,28","9794163,08","2214165,67",296701,"664224,97",0,"828336,34","852552,21","144938,89","578465,44","67062,83",,,,,"77940,22",0,0,0,0,0,0,"77940,22",,,,,,,,,,,,,,
2002,3304755,RJ,13443,,19993,19993,13443,42783,,,,13,,1,,0,,4006,,4018,,4276,,2772,4037,,3198,3003,2172,216,731,996,996,0,1955,0,0,0,672,11,,,,,,,,,,,"1,1","69,99","33,83",0,"53,91","19,9",,,"19,9","3,3",,"208,4","67,2",,"43,5","46,09","94,38","73,39",,,"53,91","245,52","839,5","46,09","19,9","31,42",,,,,486762,486762,,2345,0,489107,,372626,822591,846863,38,19550,90945,98410,1258058,0,2495700,500961,0,136194,0,66096,713820,0,0,0,,,,,22861,0,0,0,0,0,0,22861,,,,,,,,,,,,,,
2001,3300803,RJ,5291,,41905,41905,5291,49473,,,,23,,1,,0,,1402,,1454,,1653,,119,1589,,173,155,757,0,"48,2","592,5","592,5",,757,,0,,"34,79",0,,,,,,,,,,,"1,16","8,45",,,"21,73","23,2",,,,"45,2",,,"12,6",,,"78,27","96,09",,,,"21,73","6,86","317,27","78,27",,"10,69",,,,,"588989,53","588989,53",,"10037,14",,"599026,67",,"231538,17","279732,86","4255786,08",91,"7302,53","26077,54","52296,03","4427023,61",0,"4639983,38","159414,96",,"67292,72",0,,"43149,67",0,,,,,,,"10395,13",0,0,0,0,0,0,"10395,13",,,,,,,,,,,,,,
2021,3301850,RJ,45772,,60126,60126,45772,62225,,,,"169,41",,1,,0,,9093,,10675,,9735,,9093,9050,,9735,9050,3240,3240,"1394,11","1394,19",2080,0,0,0,0,0,"1213,32",0,0,"38,63",,,,,,,,,"1,07",100,"43,03",0,"35,8","12,1",,,"18,1",16,,"84,3","76,1",,"28,1","64,2",93,"99,99",,,"56,97","29,89","564,08","43,03","12,1","73,56",,0,"0,01",,5527058,5527058,,0,0,"5527058,66",,"4424566,37","3158138,37","579697,88",25,"97691,85","68158,36",578724,"2428245,3",30000,"2735967,31","186313,2",0,526917,0,"577056,21","91408,81","186313,2",30000,0,"216313,2",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3300225,RJ,11785,,10237,10237,10237,11785,,,,37,,1,,9,,2238,,2529,,2603,,2102,2305,,2401,2106,845,725,600,700,700,0,120,0,0,0,,8,0,,,,,,,,,,"1,19","90,6","71,68",0,"16,37","20,2",,,"21,2","14,4",,"163,6",100,,"25,6","83,63","83,77","85,71",,,"16,37","10,28","161,86","83,63","21,2",100,,0,,,"720660,99","720660,99",,0,0,"720660,99",,"720660,99","282774,52","513530,56",16,"36221,9","11490,29","33540,42","594783,17",0,"594783,17",0,0,0,0,0,0,0,0,0,0,,0,0,0,"18197,87",0,0,"18197,87",0,0,"18197,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3302601,RJ,29253,,24173,24173,29253,29253,,,,350,,1,,0,,6711,,7226,,9988,,2897,9557,,4912,4693,"3794,69",0,"1084,02","2543,32","2543,32",0,"3794,69",0,0,0,"1002,9","189,73",0,"220,15",,,,,,,,,"1,48","44,07","30,07",0,"29,45",19,,,"22,5","51,7",,"241,7",100,,"33,6","70,55","95,6","42,62",,,"29,45","8,31","458,48","70,55","22,5",100,,0,"0,06",,"3548485,96","3548485,96",,"19462,69",0,"3567948,65",,"2886620,5","4241547,67",0,0,"111616,49","638092,76","745817,5","3725997,06","775371,74","6766914,36","2201672,51",0,"769096,86","63873,04","1461373,45","0,01","54329,23","527575,51","247796,23",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2009,3305109,RJ,439791,,469827,469827,439791,469827,,,,512,,1,,0,,62270,,71049,,114567,,47602,106739,,89935,84501,49236,49236,17596,29518,24444,49236,0,0,0,0,15818,2462,49236,15703,,,,,,,,,"1,83","76,82","37,62",100,"47,74","16,4",,,18,"7,3",,"186,9","93,6",,"36,3","52,26","93,51","59,61",,,"36,89","92,34","766,89","63,11","21,8","93,61",,100,"0,32",,60609070,60609070,,"45646,81",0,"60654716,81",,87328541,50662589,"26137173,76",54,"1370735,98","6506763,75","9735649,23",54641231,"11628582,92","117308728,9","30120235,13","8230,62","10882677,66","8425486,74",0,"12493193,14","3461860,84","11107238,55","521344,37","15090443,76",,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,"153328,13","153328,13",0,0,"153328,13"
2007,3305307,RJ,4534,,4174,4174,4534,8616,,,,24,,1,,0,,1238,,1358,,1362,,1238,1318,,1362,1318,"720,6","567,65","285,86",287,286,0,"152,95",0,0,0,"276,23",0,0,"1015,53",,,,,,,,,"1,1","99,71","39,67",0,"60,31","17,8",,,"17,7","17,9",,"175,6",100,,"44,6","39,69","96,77","99,6",,,"60,17","49,5","972,13","39,83","17,8","52,62",,0,"1,41",,"318933,18","318933,18",,"1749,28",0,"320682,46",,"337818,41","578392,86","738072,55",8,"15220,43","87012,65","101702,39","1246164,05","105732,52","1660836,59","300228,07",0,"104876,85","8709,96","199279,18","1,99","7408,53","71942,12","33790,4",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2002,3301108,RJ,12811,,13902,13902,12811,20131,,,,11,,1,,0,,3232,,3242,,4339,,2914,3847,,4338,3846,974,892,972,973,973,0,81,0,0,0,789,40,,,,,,,,,,,"1,42","94,76","104,07",0,"-4,18","18,8",,,"18,8","3,4",,"210,1","92,2",,"18,8","104,18","88,34","99,9",,,"-4,18","-9,71","-35,22","104,18","18,8","63,64",,,,,2011814,2011814,,9695,0,2021509,,913251,809333,298624,14,19235,89480,96824,703191,0,1920886,492886,0,133999,0,65029,702316,0,0,0,,,,,22493,0,0,0,0,0,0,22493,,,,,,,,,,,,,,
2006,3301504,RJ,19973,,19066,19066,19973,19973,,,,70,,1,,0,,4812,,5075,,6323,,4787,5882,,6292,5853,"2432,7","2432,7","1379,5","1381,58","1381,58",0,0,0,0,0,"1263,14",0,"2432,7","330,61",,,,,,,,,"1,32","99,74","56,71",0,"43,21","18,5",,,"18,4","8,3",,"193,9",100,,"32,5","56,79","92,99","99,85",,,"43,21","69,39","608,77","56,79","18,4",100,,100,"0,14",,"2238499,58","2238499,58",,"12256,29",0,"2250755,87",,"1612077,47","4147296,75","2667186,22",34,"86405,91","496794,82","769609,55","4948515,33","401581,59","7257894,76","1377427,14",0,"413212,76",0,"515306,05","530370,68","90166,13","359861,96","41719,62",,,,,"48486,42",0,0,0,0,0,0,"48486,42",,,,,,,,,,,,,,
2003,3301801,RJ,6613,,8789,8789,6613,12196,,,,38,,1,,2,,1935,,2465,,2029,,1859,1986,,1952,1909,794,794,419,440,440,0,0,0,0,0,407,42,0,802,,,,,,,,,"1,05","94,45","55,72",0,"41,49","17,7",,,"17,9",17,,"182,2","75,2",,"32,3","58,51","97,05","95,23",,,"41,49","22,49","437,01","58,51","17,9","54,22",,0,"1,01",,486901,486901,,2,0,486903,,284842,501621,744348,10,9724,56167,61662,1109137,0,1510063,238236,0,109572,0,127664,162690,0,0,0,,,,,7951,0,0,0,0,0,0,7951,,,,,,,,,,,,,,
2005,3302007,RJ,61951,,89327,89327,61951,93662,,,,261,,1,,0,,14812,,15695,,20595,,7599,18604,,11158,10359,17088,2420,"3103,43","5087,43","5087,43","10736,65",14668,0,0,0,"2333,17","132,66",11184,0,,,,,,,,,"1,35","50,76","18,3","62,83",70,"23,6",,,"21,3","16,8",,"227,4","69,4",,"71,6",30,"92,55",61,,,70,"124,58","2207,61",30,"21,3","66,14",,"65,45",0,,"11448876,79","11448876,79",,"59140,13",0,"11508016,92",,"6597641,12","11862526,08",7894564,99,242954,1551347,3704201,13436498,851403,20584262,5412780,0,43432,883581,0,0,266466,672162,179241,,,,,223217,0,0,0,0,0,0,223217,,,,,,,,,,,,,,
2005,3304151,RJ,9324,,8830,8830,9324,15683,,,,12,,1,,0,,2705,,2937,,2889,,2438,2800,,2617,2533,"1220,39","1220,39","552,6","606,58","606,58",0,0,0,0,0,"532,48","66,9",0,830,,,,,,,,,"1,07","89,28","47,91",0,"47,41","18,5",,,"18,2","4,2",,"185,8",100,,"36,7","52,59","96,85","91,1",,,"47,41","124,87","576,63","52,59","18,2","59,45",,0,"0,68",,"1606011,41","1606011,41",,"8295,98",0,"1614307,4",,"342184,24","1664036,79",2312549,29,34081,217618,519613,3089954,119432,4092619,759287,0,6093,123946,0,0,37379,94289,25143,,,,,31312,0,0,0,0,0,0,31312,,,,,,,,,,,,,,
2001,3304151,RJ,7632,,7917,7917,7632,14061,,,,12,,1,,0,,2151,,2241,,2404,,1947,2292,,2146,2047,"578,5","578,5","439,29","483,7","483,7",,0,,0,,"406,5","30,39",,,,,,,,,,,"1,1","89,45",,,"11,75","17,1",,,,"5,4",,,"96,4",,,"88,25","95,86",,,,"11,75","14,71","81,62","88,25",,"54,28",,,,,"331608,41","331608,41",,"4259,76",,"335868,17",,"206836,98","401988,99","2665712,16",57,"10494,08","37474,62","75151,8","2911788,37",0,"3217821,35","229086,64",,"96702,73",0,,"62008,06",0,,,,,,,"14938,28",0,0,0,0,0,0,"14938,28",,,,,,,,,,,,,,
2001,3304300,RJ,20027,,32746,32746,20027,50144,,,,61,,1,,0,,4614,,5410,,6955,,2850,6014,,4586,3912,"5197,1","4478,1","1058,59","1992,69","1992,69","4478,1",719,,0,,"803,5","235,1",,,,,,,,,,,"1,52","53,16",,,"59,84","19,2",,,,"11,3",,,"61,2",,,"40,16","81,82",,,,"59,84","133,26","1779,72","40,16",,"39,94",,,,,"1897038,51","1897038,51",,"24368,88",,"1921407,4",,"1212230,23","1158893,28","4629921,12",99,"30253,35","108035,51","216654,98","5339333,75",123645,"6345240,64","660433,42",,"278784,12",0,,"178762,94",63000,,,,,,,"43065,53",0,0,0,0,0,0,"43065,53",,,,,,,,,,,,,,
2018,3302601,RJ,37819,,38493,38493,33321,43689,,,,"387,66",,1,,0,,8500,,9237,,13149,,4933,12296,,8154,7702,4335,0,1347,3831,3831,0,4335,0,0,645,1226,0,1713,"1349,56",,,,,,,,,"1,55","57,72","36,5",0,"11,63","13,9",,,"20,3","42,2",,232,"86,6",,"23,5","88,37","93,52","42,28",,,"11,63","3,56","163,3","88,37","20,3","86,56",,"39,52","0,31",,"9899901,12","9899901,12",,"21482,79",0,"9921383,91",,"6086699,83","3015392,03","3345460,56",15,"133275,12","662149,25","719295,65","5433851,47","90860,38","7962978,7","1562714,69",0,"353797,18","875552,16","219873,71",0,"260242,64","89999,9","860,48","351103,02",,0,0,0,"1736,72",0,0,"1736,72",0,0,"1736,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3305109,RJ,424984,,472406,472406,424984,472406,,,,"544,66",,1,,0,,84533,,99302,,123414,,41015,117350,,76285,71198,0,0,18997,"36591,39",22789,0,0,0,67555,0,17424,"7124,8",0,"11641,68",,,,,,,,,"1,76","57,41","31,44",0,"62,29","18,2",,,"13,5","5,8",,"233,9",90,,"39,9","37,71","83,96","51,92",,,"39,45","120,18","813,73","60,55","21,6","89,96",,0,"0,17",,"131046958,4","131046958,4",,0,0,"131046958,4",,48867830,"37153859,56","43574237,39",197,"1275355,55","8440598,8","6407237,59","64352324,23","703824,06","85063194,28","18515602,14",0,"2827342,88","1491443,85","1827552,02",0,0,"673907,83","29916,23","703824,06",,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2009,3300159,RJ,8473,,8476,8476,8473,9556,,,,34,,1,,0,,2759,,3058,,3218,,2526,3138,,2956,2882,858,858,571,621,621,0,0,0,0,0,551,0,0,488,,,,,,,,,"1,17","91,9","66,55",0,"27,62","16,1",,,"16,2","11,1",,"190,2",100,,"22,4","72,38","96,8","91,95",,,"27,62","19,38","237,37","72,38","16,2","88,67",,0,"0,57",,1269798,1269798,,"1282,52",0,"1271080,52",,2452916,1423029,"734150,54",9,"38501,74","182764,37","273458,49",1534783,"326627,91","3295010,69","846028,23","231,21","305676,65","236658,17",0,"350913,38","97238,02","311984,2","14643,71","423865,93",,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,"18669,49","18669,49",0,0,"18669,49"
2008,3300159,RJ,9416,,8355,8355,9416,9420,,,,33,,1,,0,,2712,,2994,,3181,,2502,3056,,2946,2702,858,858,573,621,621,0,0,0,0,0,552,0,0,487,,,,,,,,,"1,18","91,99","66,78",0,"27,62","16,5",,,"16,5","11,2",,"186,6",100,,"22,8","72,38","96,62","92,27",,,"27,62","19,71","244,29","72,38","16,5","99,96",,0,"0,57",,1224221,1224221,,0,0,1224221,,999418,224804,939158,10,40369,192060,281246,1763268,298029,3349763,983591,0,310435,130356,,174519,18685,115717,182312,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2007,3304300,RJ,25519,,39749,39749,25519,51942,,,,13,,1,,0,,6142,,7446,,8097,,4557,7333,,6072,5446,"4747,38",4415,"1416,25","1994,87","1994,87",0,"332,38",0,0,0,"1185,8",0,0,"1574,33",,,,,,,,,"1,32","74,1","29,83",0,"57,98","20,6",,,"21,4","1,8",,"223,5","64,2",,51,"42,02","90,64","70,99",,,"57,98","580,09","1284,8","42,02","21,4","49,13",,0,"0,33",,"3222074,7","3222074,7",,"17672,4",0,"3239747,1",,"2789614,33","3438507,36","7011689,18",76,"90484,46","517284,45","604613,97","10032254,68","628572,79","12497445,64","1784836,04",0,"623485,91","51780,14","1184696,71","1,99","44043,23","427691,12","200881,67",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2011,3306156,RJ,5788,,5866,5866,3537,9600,,,,17,,1,,0,,1625,,1773,,1884,,791,1820,,848,814,426,426,195,369,222,0,0,0,0,0,170,0,0,286,,,,,,,,,"1,16",48,"45,77",0,"47,89","19,5",,,"9,8","9,6",,175,"60,3",,"18,9","52,11","96,62","52,85",,,"13,38","9,19","96,28","86,62","16,4","60,29",,0,"0,67",,"631110,58","631110,58",,"321,96",0,"631432,54",,"503426,09","472453,67","248035,82",7,"10352,59","55794,4","96604,24","454221,37","149122,05","1073401,24",88796,"73,57","43360,75","718,28",0,"380543,54","657692,03","80358,63","68763,42","806814,08",,,0,0,0,0,"10354,91",0,0,"10354,91","10354,91",,,,,,,,0,0,"3799,54","3799,54",0,0,"3799,54"
2005,3300506,RJ,12957,,11950,11950,12957,23917,,,,24,,1,,0,,2831,,2962,,4301,,2503,3891,,3913,3508,"873,6","817,92","776,01","827,46","827,46",0,"55,59",0,0,0,"682,6","44,87",0,717,,,,,,,,,"1,55","93,72","93,64",0,"0,15","16,7",,,17,"8,7",,"187,4",100,,"17,9","99,85","89,47","93,78",,,"0,15","0,14","1,33","99,85",17,"54,17",,0,"0,82",,"2390950,18","2390950,18",,"12350,65",0,"2403300,84",,"1044349,47","2477335,5",2073320,26,50738,323979,773574,3230681,177804,4723398,1130389,0,9070,184524,0,0,55648,140372,37432,,,,,46616,0,0,0,0,0,0,46616,,,,,,,,,,,,,,
2004,3301603,RJ,3423,,6160,6160,3423,10569,,,,4,,1,,0,,856,,900,,1092,,855,1028,,1092,1028,"304,39","304,39","235,1","237,73","237,73",0,0,0,0,0,"218,94","16,68",0,25,,,,,,,,,"1,28","99,94","81,71",0,"17,37","18,1",,,"18,3","4,5",,192,"55,6",,"23,4","82,63","94,09","98,89",,,"17,37","34,23","161,76","82,63","18,3","32,39",,0,"0,08",,"321554,61","321554,61",,"1834,31",0,"323388,93",,"245777,99","557670,13","238877,01",3,"9977,61","56057,74","75921,2","517428,99",0,"715857,84","130078,54",0,"50457,68",0,"86137,74","68350,3",0,0,0,,,,,"9046,1",0,0,0,0,0,0,"9046,1",,,,,,,,,,,,,,
